Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia,batchId,methodId,firstSampleUnixTimestampInMs,lastSampleUnixTimestampInMs
2f38ca27-bac7-476c-b735-95faf7ba3c1d,QA Template: Garmin Full Test,6732ab82-077a-4bfd-8f89-246aba683253,sample_participant_01,9a01a9a6-b720-475b-a0c9-b7312b0ed952,d2c5013a-26e5-461e-b3d0-1f6b216a7f37,1672675200000,1675443060000

timezoneOffsetInMs,unixTimestampInMs,isoDate,stressLevel,bodyBattery
28800000,1672722000000,2023-01-03T13:00:00.000+08:00,-1,
28800000,1672722180000,2023-01-03T13:03:00.000+08:00,-1,
28800000,1672722360000,2023-01-03T13:06:00.000+08:00,-1,
28800000,1672722540000,2023-01-03T13:09:00.000+08:00,-1,
28800000,1672722720000,2023-01-03T13:12:00.000+08:00,-1,
28800000,1672722900000,2023-01-03T13:15:00.000+08:00,-1,
28800000,1672723080000,2023-01-03T13:18:00.000+08:00,-1,
28800000,1672723260000,2023-01-03T13:21:00.000+08:00,-1,
28800000,1672723440000,2023-01-03T13:24:00.000+08:00,-1,
28800000,1672723620000,2023-01-03T13:27:00.000+08:00,-1,
28800000,1672723800000,2023-01-03T13:30:00.000+08:00,-1,
28800000,1672723980000,2023-01-03T13:33:00.000+08:00,-1,
28800000,1672724160000,2023-01-03T13:36:00.000+08:00,-1,
28800000,1672724340000,2023-01-03T13:39:00.000+08:00,-1,
28800000,1672724520000,2023-01-03T13:42:00.000+08:00,-1,
28800000,1672724700000,2023-01-03T13:45:00.000+08:00,-1,
28800000,1672724880000,2023-01-03T13:48:00.000+08:00,-1,
28800000,1672725060000,2023-01-03T13:51:00.000+08:00,-1,
28800000,1672725240000,2023-01-03T13:54:00.000+08:00,-1,
28800000,1672725420000,2023-01-03T13:57:00.000+08:00,-1,
28800000,1672725600000,2023-01-03T14:00:00.000+08:00,-1,
28800000,1672725780000,2023-01-03T14:03:00.000+08:00,-1,
28800000,1672725960000,2023-01-03T14:06:00.000+08:00,-1,
28800000,1672726140000,2023-01-03T14:09:00.000+08:00,-1,
28800000,1672726320000,2023-01-03T14:12:00.000+08:00,-1,
28800000,1672726500000,2023-01-03T14:15:00.000+08:00,-1,
28800000,1672726680000,2023-01-03T14:18:00.000+08:00,-1,
28800000,1672726860000,2023-01-03T14:21:00.000+08:00,-1,
28800000,1672727040000,2023-01-03T14:24:00.000+08:00,-1,
28800000,1672727220000,2023-01-03T14:27:00.000+08:00,-1,
28800000,1672727400000,2023-01-03T14:30:00.000+08:00,-1,
28800000,1672727580000,2023-01-03T14:33:00.000+08:00,-1,
28800000,1672727760000,2023-01-03T14:36:00.000+08:00,-1,
28800000,1672727940000,2023-01-03T14:39:00.000+08:00,-1,
28800000,1672728120000,2023-01-03T14:42:00.000+08:00,-1,
28800000,1672728300000,2023-01-03T14:45:00.000+08:00,-1,
28800000,1672728480000,2023-01-03T14:48:00.000+08:00,-1,
28800000,1672728660000,2023-01-03T14:51:00.000+08:00,-1,
28800000,1672728840000,2023-01-03T14:54:00.000+08:00,-1,
28800000,1672729020000,2023-01-03T14:57:00.000+08:00,-1,
28800000,1672729200000,2023-01-03T15:00:00.000+08:00,-1,
28800000,1672729380000,2023-01-03T15:03:00.000+08:00,-1,
28800000,1672729560000,2023-01-03T15:06:00.000+08:00,-1,
28800000,1672729740000,2023-01-03T15:09:00.000+08:00,-1,
28800000,1672729920000,2023-01-03T15:12:00.000+08:00,-1,
28800000,1672730100000,2023-01-03T15:15:00.000+08:00,-1,
28800000,1672730280000,2023-01-03T15:18:00.000+08:00,-1,
28800000,1672730460000,2023-01-03T15:21:00.000+08:00,-1,
