Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia,batchId,methodId,firstSampleUnixTimestampInMs,lastSampleUnixTimestampInMs
2f38ca27-bac7-476c-b735-95faf7ba3c1d,QA Template: Garmin Full Test,6732ab82-077a-4bfd-8f89-246aba683253,sample_participant_01,9a01a9a6-b720-475b-a0c9-b7312b0ed952,d2c5013a-26e5-461e-b3d0-1f6b216a7f37,1672740600000,1675401960000

timezoneOffsetInMs,unixTimestampInMs,isoDate,breathsPerMinute
28800000,1672746120000,2023-01-03T19:42:00.000+08:00,13.83
28800000,1672746180000,2023-01-03T19:43:00.000+08:00,13.58
28800000,1672746240000,2023-01-03T19:44:00.000+08:00,13.87
28800000,1672746300000,2023-01-03T19:45:00.000+08:00,13.84
28800000,1672746360000,2023-01-03T19:46:00.000+08:00,14.29
28800000,1672746420000,2023-01-03T19:47:00.000+08:00,14.64
28800000,1672746480000,2023-01-03T19:48:00.000+08:00,14.75
28800000,1672746540000,2023-01-03T19:49:00.000+08:00,14.23
28800000,1672746600000,2023-01-03T19:50:00.000+08:00,13.68
28800000,1672746660000,2023-01-03T19:51:00.000+08:00,13.18
28800000,1672746720000,2023-01-03T19:52:00.000+08:00,13.52
28800000,1672746780000,2023-01-03T19:53:00.000+08:00,15.69
28800000,1672746840000,2023-01-03T19:54:00.000+08:00,14.89
28800000,1672746900000,2023-01-03T19:55:00.000+08:00,13.55
28800000,1672746960000,2023-01-03T19:56:00.000+08:00,13.02
28800000,1672747020000,2023-01-03T19:57:00.000+08:00,13.36
28800000,1672747080000,2023-01-03T19:58:00.000+08:00,12.93
28800000,1672747140000,2023-01-03T19:59:00.000+08:00,13.6
28800000,1672747200000,2023-01-03T20:00:00.000+08:00,13.43
28800000,1672747260000,2023-01-03T20:01:00.000+08:00,14.76
28800000,1672747380000,2023-01-03T20:03:00.000+08:00,14.41
28800000,1672747440000,2023-01-03T20:04:00.000+08:00,14.9
28800000,1672747500000,2023-01-03T20:05:00.000+08:00,14.48
28800000,1672747560000,2023-01-03T20:06:00.000+08:00,13.71
28800000,1672747620000,2023-01-03T20:07:00.000+08:00,13
28800000,1672747680000,2023-01-03T20:08:00.000+08:00,12.24
28800000,1672747740000,2023-01-03T20:09:00.000+08:00,12.35
28800000,1672748100000,2023-01-03T20:15:00.000+08:00,15.18
28800000,1672748160000,2023-01-03T20:16:00.000+08:00,14.87
28800000,1672748220000,2023-01-03T20:17:00.000+08:00,14.84
28800000,1672748280000,2023-01-03T20:18:00.000+08:00,14.66
28800000,1672748340000,2023-01-03T20:19:00.000+08:00,14.7
28800000,1672748400000,2023-01-03T20:20:00.000+08:00,14.39
28800000,1672748520000,2023-01-03T20:22:00.000+08:00,14.64
28800000,1672748580000,2023-01-03T20:23:00.000+08:00,14.24
28800000,1672748640000,2023-01-03T20:24:00.000+08:00,13.98
28800000,1672748700000,2023-01-03T20:25:00.000+08:00,13.19
28800000,1672748760000,2023-01-03T20:26:00.000+08:00,12.29
28800000,1672748820000,2023-01-03T20:27:00.000+08:00,12.42
28800000,1672748880000,2023-01-03T20:28:00.000+08:00,13.06
28800000,1672748940000,2023-01-03T20:29:00.000+08:00,12.91
28800000,1672749000000,2023-01-03T20:30:00.000+08:00,13.15
28800000,1672749060000,2023-01-03T20:31:00.000+08:00,14.27
28800000,1672749120000,2023-01-03T20:32:00.000+08:00,14.45
28800000,1672749180000,2023-01-03T20:33:00.000+08:00,14.32
28800000,1672749240000,2023-01-03T20:34:00.000+08:00,14.17
28800000,1672749420000,2023-01-03T20:37:00.000+08:00,13.89
28800000,1672749900000,2023-01-03T20:45:00.000+08:00,13.25
28800000,1672751280000,2023-01-03T21:08:00.000+08:00,13.55
28800000,1672751340000,2023-01-03T21:09:00.000+08:00,13.88
28800000,1672751400000,2023-01-03T21:10:00.000+08:00,14.37
28800000,1672751460000,2023-01-03T21:11:00.000+08:00,13.97
28800000,1672751520000,2023-01-03T21:12:00.000+08:00,14.4
28800000,1672751640000,2023-01-03T21:14:00.000+08:00,13.69
28800000,1672751820000,2023-01-03T21:17:00.000+08:00,13.05
28800000,1672751880000,2023-01-03T21:18:00.000+08:00,13.5
28800000,1672751940000,2023-01-03T21:19:00.000+08:00,13.72
28800000,1672752000000,2023-01-03T21:20:00.000+08:00,14.1
28800000,1672752060000,2023-01-03T21:21:00.000+08:00,13.96
28800000,1672752120000,2023-01-03T21:22:00.000+08:00,13.57
28800000,1672752180000,2023-01-03T21:23:00.000+08:00,12.86
28800000,1672752300000,2023-01-03T21:25:00.000+08:00,13.32
28800000,1672752360000,2023-01-03T21:26:00.000+08:00,13.09
28800000,1672752660000,2023-01-03T21:31:00.000+08:00,14.87
28800000,1672753200000,2023-01-03T21:40:00.000+08:00,13.61
28800000,1672753380000,2023-01-03T21:43:00.000+08:00,13.25
28800000,1672753500000,2023-01-03T21:45:00.000+08:00,13.7
28800000,1672753620000,2023-01-03T21:47:00.000+08:00,14.44
28800000,1672754040000,2023-01-03T21:54:00.000+08:00,13.43
28800000,1672754340000,2023-01-03T21:59:00.000+08:00,13.82
28800000,1672755720000,2023-01-03T22:22:00.000+08:00,13.9
28800000,1672756680000,2023-01-03T22:38:00.000+08:00,14.13
28800000,1672757820000,2023-01-03T22:57:00.000+08:00,13.42
28800000,1672757880000,2023-01-03T22:58:00.000+08:00,12.47
28800000,1672757940000,2023-01-03T22:59:00.000+08:00,12.52
28800000,1672758000000,2023-01-03T23:00:00.000+08:00,13.58
28800000,1672758060000,2023-01-03T23:01:00.000+08:00,13.75
28800000,1672758120000,2023-01-03T23:02:00.000+08:00,13.89
28800000,1672758300000,2023-01-03T23:05:00.000+08:00,12
28800000,1672758480000,2023-01-03T23:08:00.000+08:00,14.01
28800000,1672758960000,2023-01-03T23:16:00.000+08:00,14.15
28800000,1672759140000,2023-01-03T23:19:00.000+08:00,13.54
28800000,1672759200000,2023-01-03T23:20:00.000+08:00,13.48
28800000,1672759260000,2023-01-03T23:21:00.000+08:00,12.86
28800000,1672759320000,2023-01-03T23:22:00.000+08:00,13.53
28800000,1672795560000,2023-01-04T09:26:00.000+08:00,13.58
28800000,1672795620000,2023-01-04T09:27:00.000+08:00,13.6
28800000,1672795680000,2023-01-04T09:28:00.000+08:00,13.84
28800000,1672795740000,2023-01-04T09:29:00.000+08:00,13.5
28800000,1672795980000,2023-01-04T09:33:00.000+08:00,14.69
28800000,1672796040000,2023-01-04T09:34:00.000+08:00,14.4
28800000,1672796100000,2023-01-04T09:35:00.000+08:00,15.33
28800000,1672796520000,2023-01-04T09:42:00.000+08:00,13.74
28800000,1672796580000,2023-01-04T09:43:00.000+08:00,13.75
28800000,1672796640000,2023-01-04T09:44:00.000+08:00,14.19
28800000,1672796700000,2023-01-04T09:45:00.000+08:00,15.04
28800000,1672796760000,2023-01-04T09:46:00.000+08:00,15
28800000,1672796820000,2023-01-04T09:47:00.000+08:00,15.56
28800000,1672796880000,2023-01-04T09:48:00.000+08:00,15.02
28800000,1672796940000,2023-01-04T09:49:00.000+08:00,14.78
28800000,1672797120000,2023-01-04T09:52:00.000+08:00,13.4
28800000,1672797180000,2023-01-04T09:53:00.000+08:00,14.1
28800000,1672797240000,2023-01-04T09:54:00.000+08:00,14.57
28800000,1672797300000,2023-01-04T09:55:00.000+08:00,15.21
28800000,1672797480000,2023-01-04T09:58:00.000+08:00,13.52
28800000,1672797540000,2023-01-04T09:59:00.000+08:00,14.16
28800000,1672797720000,2023-01-04T10:02:00.000+08:00,14.17
28800000,1672797840000,2023-01-04T10:04:00.000+08:00,13.94
28800000,1672797900000,2023-01-04T10:05:00.000+08:00,13.65
28800000,1672797960000,2023-01-04T10:06:00.000+08:00,13.32
28800000,1672798020000,2023-01-04T10:07:00.000+08:00,13.18
28800000,1672798080000,2023-01-04T10:08:00.000+08:00,13.5
28800000,1672798140000,2023-01-04T10:09:00.000+08:00,13.77
28800000,1672798200000,2023-01-04T10:10:00.000+08:00,13.09
28800000,1672798260000,2023-01-04T10:11:00.000+08:00,13.24
28800000,1672798320000,2023-01-04T10:12:00.000+08:00,13.65
28800000,1672798380000,2023-01-04T10:13:00.000+08:00,13.79
28800000,1672798440000,2023-01-04T10:14:00.000+08:00,14.26
28800000,1672798560000,2023-01-04T10:16:00.000+08:00,14.85
28800000,1672798620000,2023-01-04T10:17:00.000+08:00,14.97
28800000,1675166640000,2023-01-31T20:04:00.000+08:00,15.21
28800000,1675166700000,2023-01-31T20:05:00.000+08:00,14.91
28800000,1675166760000,2023-01-31T20:06:00.000+08:00,14.64
28800000,1675166820000,2023-01-31T20:07:00.000+08:00,14.64
28800000,1675166880000,2023-01-31T20:08:00.000+08:00,13.94
28800000,1675166940000,2023-01-31T20:09:00.000+08:00,13.17
28800000,1675167000000,2023-01-31T20:10:00.000+08:00,13.39
28800000,1675167060000,2023-01-31T20:11:00.000+08:00,13.73
28800000,1675167120000,2023-01-31T20:12:00.000+08:00,13.43
28800000,1675167180000,2023-01-31T20:13:00.000+08:00,14.19
28800000,1675167240000,2023-01-31T20:14:00.000+08:00,13.81
28800000,1675167300000,2023-01-31T20:15:00.000+08:00,14.57
28800000,1675167360000,2023-01-31T20:16:00.000+08:00,14.7
28800000,1675167420000,2023-01-31T20:17:00.000+08:00,14.76
28800000,1675167480000,2023-01-31T20:18:00.000+08:00,14.68
28800000,1675167540000,2023-01-31T20:19:00.000+08:00,14.4
28800000,1675167600000,2023-01-31T20:20:00.000+08:00,14.58
28800000,1675167660000,2023-01-31T20:21:00.000+08:00,14.47
28800000,1675167720000,2023-01-31T20:22:00.000+08:00,14.44
28800000,1675167780000,2023-01-31T20:23:00.000+08:00,13.95
28800000,1675167840000,2023-01-31T20:24:00.000+08:00,13.37
28800000,1675167900000,2023-01-31T20:25:00.000+08:00,13.07
28800000,1675167960000,2023-01-31T20:26:00.000+08:00,13.39
28800000,1675168020000,2023-01-31T20:27:00.000+08:00,14.28
28800000,1675168080000,2023-01-31T20:28:00.000+08:00,13.7
28800000,1675168140000,2023-01-31T20:29:00.000+08:00,14.47
28800000,1675168200000,2023-01-31T20:30:00.000+08:00,13.94
28800000,1675168260000,2023-01-31T20:31:00.000+08:00,13.5
28800000,1675168320000,2023-01-31T20:32:00.000+08:00,13.18
28800000,1675168380000,2023-01-31T20:33:00.000+08:00,11.5
28800000,1675168440000,2023-01-31T20:34:00.000+08:00,10.86
28800000,1675168500000,2023-01-31T20:35:00.000+08:00,11.61
28800000,1675168620000,2023-01-31T20:37:00.000+08:00,10.97
28800000,1675168680000,2023-01-31T20:38:00.000+08:00,11.01
28800000,1675168740000,2023-01-31T20:39:00.000+08:00,10.78
28800000,1675168800000,2023-01-31T20:40:00.000+08:00,10.44
28800000,1675168860000,2023-01-31T20:41:00.000+08:00,12.48
28800000,1675168920000,2023-01-31T20:42:00.000+08:00,13.67
28800000,1675168980000,2023-01-31T20:43:00.000+08:00,14.23
28800000,1675169040000,2023-01-31T20:44:00.000+08:00,14.14
28800000,1675169100000,2023-01-31T20:45:00.000+08:00,13.83
28800000,1675169160000,2023-01-31T20:46:00.000+08:00,13.81
28800000,1675169220000,2023-01-31T20:47:00.000+08:00,13.72
28800000,1675169280000,2023-01-31T20:48:00.000+08:00,14.22
28800000,1675169340000,2023-01-31T20:49:00.000+08:00,13.16
28800000,1675169400000,2023-01-31T20:50:00.000+08:00,13.05
28800000,1675169460000,2023-01-31T20:51:00.000+08:00,14.07
28800000,1675169520000,2023-01-31T20:52:00.000+08:00,14.83
28800000,1675169580000,2023-01-31T20:53:00.000+08:00,14.04
28800000,1675169640000,2023-01-31T20:54:00.000+08:00,14.79
28800000,1675169700000,2023-01-31T20:55:00.000+08:00,13.51
28800000,1675169760000,2023-01-31T20:56:00.000+08:00,11.99
28800000,1675169820000,2023-01-31T20:57:00.000+08:00,11.37
28800000,1675169880000,2023-01-31T20:58:00.000+08:00,11.07
28800000,1675169940000,2023-01-31T20:59:00.000+08:00,11.72
28800000,1675170000000,2023-01-31T21:00:00.000+08:00,11.27
28800000,1675170060000,2023-01-31T21:01:00.000+08:00,11.6
28800000,1675170120000,2023-01-31T21:02:00.000+08:00,12.13
28800000,1675170180000,2023-01-31T21:03:00.000+08:00,13.15
28800000,1675170240000,2023-01-31T21:04:00.000+08:00,13.89
28800000,1675170300000,2023-01-31T21:05:00.000+08:00,13.72
28800000,1675170360000,2023-01-31T21:06:00.000+08:00,13.81
28800000,1675170420000,2023-01-31T21:07:00.000+08:00,14.18
28800000,1675170480000,2023-01-31T21:08:00.000+08:00,13.64
28800000,1675170540000,2023-01-31T21:09:00.000+08:00,13.51
28800000,1675170600000,2023-01-31T21:10:00.000+08:00,13.79
28800000,1675170660000,2023-01-31T21:11:00.000+08:00,13.45
28800000,1675170720000,2023-01-31T21:12:00.000+08:00,13.86
28800000,1675170780000,2023-01-31T21:13:00.000+08:00,13.7
28800000,1675170840000,2023-01-31T21:14:00.000+08:00,13.32
28800000,1675170900000,2023-01-31T21:15:00.000+08:00,12.84
28800000,1675170960000,2023-01-31T21:16:00.000+08:00,12.89
28800000,1675171020000,2023-01-31T21:17:00.000+08:00,13.02
28800000,1675171080000,2023-01-31T21:18:00.000+08:00,13.53
28800000,1675171500000,2023-01-31T21:25:00.000+08:00,14.49
28800000,1675171560000,2023-01-31T21:26:00.000+08:00,14.11
28800000,1675171740000,2023-01-31T21:29:00.000+08:00,14.38
28800000,1675171860000,2023-01-31T21:31:00.000+08:00,14.53
28800000,1675171920000,2023-01-31T21:32:00.000+08:00,14.29
28800000,1675172100000,2023-01-31T21:35:00.000+08:00,14.82
28800000,1675172280000,2023-01-31T21:38:00.000+08:00,13.65
28800000,1675172340000,2023-01-31T21:39:00.000+08:00,13.42
28800000,1675172760000,2023-01-31T21:46:00.000+08:00,14.69
28800000,1675173000000,2023-01-31T21:50:00.000+08:00,14.92
28800000,1675173120000,2023-01-31T21:52:00.000+08:00,15.47
28800000,1675173240000,2023-01-31T21:54:00.000+08:00,14.09
28800000,1675173420000,2023-01-31T21:57:00.000+08:00,14.17
28800000,1675174080000,2023-01-31T22:08:00.000+08:00,14.85
28800000,1675175940000,2023-01-31T22:39:00.000+08:00,11.94
28800000,1675176060000,2023-01-31T22:41:00.000+08:00,11.28
28800000,1675176120000,2023-01-31T22:42:00.000+08:00,10.53
28800000,1675176240000,2023-01-31T22:44:00.000+08:00,10.85
28800000,1675176300000,2023-01-31T22:45:00.000+08:00,11.37
28800000,1675176360000,2023-01-31T22:46:00.000+08:00,11.96
28800000,1675176480000,2023-01-31T22:48:00.000+08:00,10.04
28800000,1675176660000,2023-01-31T22:51:00.000+08:00,11.63
28800000,1675176840000,2023-01-31T22:54:00.000+08:00,11
28800000,1675176900000,2023-01-31T22:55:00.000+08:00,11.05
28800000,1675177020000,2023-01-31T22:57:00.000+08:00,12.3
28800000,1675177080000,2023-01-31T22:58:00.000+08:00,12.54
28800000,1675177140000,2023-01-31T22:59:00.000+08:00,12.94
28800000,1675177260000,2023-01-31T23:01:00.000+08:00,13.08
28800000,1675177320000,2023-01-31T23:02:00.000+08:00,13.39
28800000,1675177380000,2023-01-31T23:03:00.000+08:00,12.8
28800000,1675177440000,2023-01-31T23:04:00.000+08:00,13.11
28800000,1675177500000,2023-01-31T23:05:00.000+08:00,13.25
28800000,1675177560000,2023-01-31T23:06:00.000+08:00,13.63
28800000,1675177620000,2023-01-31T23:07:00.000+08:00,14.94
28800000,1675177680000,2023-01-31T23:08:00.000+08:00,14.82
28800000,1675177740000,2023-01-31T23:09:00.000+08:00,14.72
28800000,1675177800000,2023-01-31T23:10:00.000+08:00,14.76
28800000,1675177860000,2023-01-31T23:11:00.000+08:00,15.04
28800000,1675177920000,2023-01-31T23:12:00.000+08:00,14.16
28800000,1675177980000,2023-01-31T23:13:00.000+08:00,14.16
28800000,1675178040000,2023-01-31T23:14:00.000+08:00,14.41
28800000,1675178100000,2023-01-31T23:15:00.000+08:00,13.65
28800000,1675178160000,2023-01-31T23:16:00.000+08:00,12.82
28800000,1675178220000,2023-01-31T23:17:00.000+08:00,14.09
28800000,1675178280000,2023-01-31T23:18:00.000+08:00,14.51
28800000,1675178340000,2023-01-31T23:19:00.000+08:00,13.48
28800000,1675178400000,2023-01-31T23:20:00.000+08:00,12.86
28800000,1675178460000,2023-01-31T23:21:00.000+08:00,13.1
28800000,1675178520000,2023-01-31T23:22:00.000+08:00,12.98
28800000,1675178580000,2023-01-31T23:23:00.000+08:00,12.86
28800000,1675178700000,2023-01-31T23:25:00.000+08:00,11.47
28800000,1675178880000,2023-01-31T23:28:00.000+08:00,13.92
28800000,1675178940000,2023-01-31T23:29:00.000+08:00,14.16
28800000,1675179000000,2023-01-31T23:30:00.000+08:00,14.17
28800000,1675179060000,2023-01-31T23:31:00.000+08:00,13.97
28800000,1675179120000,2023-01-31T23:32:00.000+08:00,13.47
28800000,1675179180000,2023-01-31T23:33:00.000+08:00,13.74
28800000,1675179240000,2023-01-31T23:34:00.000+08:00,12.94
28800000,1675179300000,2023-01-31T23:35:00.000+08:00,12.65
28800000,1675179360000,2023-01-31T23:36:00.000+08:00,13.57
28800000,1675179420000,2023-01-31T23:37:00.000+08:00,14.22
28800000,1675179480000,2023-01-31T23:38:00.000+08:00,14.08
28800000,1675179540000,2023-01-31T23:39:00.000+08:00,13.25
28800000,1675179600000,2023-01-31T23:40:00.000+08:00,13.25
28800000,1675179660000,2023-01-31T23:41:00.000+08:00,13.54
28800000,1675179720000,2023-01-31T23:42:00.000+08:00,13.61
28800000,1675179780000,2023-01-31T23:43:00.000+08:00,13.35
28800000,1675179840000,2023-01-31T23:44:00.000+08:00,13.76
28800000,1675179960000,2023-01-31T23:46:00.000+08:00,14.33
28800000,1675180020000,2023-01-31T23:47:00.000+08:00,13.93
28800000,1675180080000,2023-01-31T23:48:00.000+08:00,13.66
28800000,1675180200000,2023-01-31T23:50:00.000+08:00,13.63
28800000,1675180260000,2023-01-31T23:51:00.000+08:00,12.57
28800000,1675180320000,2023-01-31T23:52:00.000+08:00,13.14
28800000,1675222500000,2023-02-01T11:35:00.000+08:00,14.22
28800000,1675222560000,2023-02-01T11:36:00.000+08:00,13.93
28800000,1675222680000,2023-02-01T11:38:00.000+08:00,14.3
28800000,1675222740000,2023-02-01T11:39:00.000+08:00,13.97
28800000,1675222800000,2023-02-01T11:40:00.000+08:00,13.69
28800000,1675222860000,2023-02-01T11:41:00.000+08:00,13.39
28800000,1675222920000,2023-02-01T11:42:00.000+08:00,13.2
28800000,1675222980000,2023-02-01T11:43:00.000+08:00,13.24
28800000,1675223040000,2023-02-01T11:44:00.000+08:00,15.2
28800000,1675223100000,2023-02-01T11:45:00.000+08:00,15.57
28800000,1675223160000,2023-02-01T11:46:00.000+08:00,14.49
28800000,1675223220000,2023-02-01T11:47:00.000+08:00,13.37
28800000,1675223280000,2023-02-01T11:48:00.000+08:00,14.16
28800000,1675223340000,2023-02-01T11:49:00.000+08:00,15.61
28800000,1675223400000,2023-02-01T11:50:00.000+08:00,15
28800000,1675223460000,2023-02-01T11:51:00.000+08:00,13.99
28800000,1675223520000,2023-02-01T11:52:00.000+08:00,14.19
28800000,1675223580000,2023-02-01T11:53:00.000+08:00,14.3
28800000,1675223640000,2023-02-01T11:54:00.000+08:00,14.34
28800000,1675223700000,2023-02-01T11:55:00.000+08:00,13.65
28800000,1675223760000,2023-02-01T11:56:00.000+08:00,13.37
28800000,1675223820000,2023-02-01T11:57:00.000+08:00,13.68
28800000,1675223880000,2023-02-01T11:58:00.000+08:00,14.36
28800000,1675223940000,2023-02-01T11:59:00.000+08:00,13.89
28800000,1675224000000,2023-02-01T12:00:00.000+08:00,14
28800000,1675224060000,2023-02-01T12:01:00.000+08:00,14.14
28800000,1675224120000,2023-02-01T12:02:00.000+08:00,14.08
28800000,1675224180000,2023-02-01T12:03:00.000+08:00,13.22
28800000,1675224240000,2023-02-01T12:04:00.000+08:00,13.62
28800000,1675224300000,2023-02-01T12:05:00.000+08:00,13.48
28800000,1675224360000,2023-02-01T12:06:00.000+08:00,14.68
28800000,1675224420000,2023-02-01T12:07:00.000+08:00,15.23
28800000,1675224480000,2023-02-01T12:08:00.000+08:00,14.46
28800000,1675224540000,2023-02-01T12:09:00.000+08:00,14.05
28800000,1675224600000,2023-02-01T12:10:00.000+08:00,13.2
28800000,1675224660000,2023-02-01T12:11:00.000+08:00,14.02
28800000,1675224720000,2023-02-01T12:12:00.000+08:00,15.05
28800000,1675224780000,2023-02-01T12:13:00.000+08:00,14.8
28800000,1675224840000,2023-02-01T12:14:00.000+08:00,13.92
28800000,1675243680000,2023-02-01T17:28:00.000+08:00,16.24
28800000,1675243740000,2023-02-01T17:29:00.000+08:00,15.99
28800000,1675243860000,2023-02-01T17:31:00.000+08:00,15.69
28800000,1675243920000,2023-02-01T17:32:00.000+08:00,14.61
28800000,1675243980000,2023-02-01T17:33:00.000+08:00,13.38
28800000,1675244040000,2023-02-01T17:34:00.000+08:00,14.04
28800000,1675244100000,2023-02-01T17:35:00.000+08:00,14.37
28800000,1675244160000,2023-02-01T17:36:00.000+08:00,13.46
28800000,1675244220000,2023-02-01T17:37:00.000+08:00,13.73
28800000,1675244280000,2023-02-01T17:38:00.000+08:00,13.9
28800000,1675244340000,2023-02-01T17:39:00.000+08:00,13.79
28800000,1675244520000,2023-02-01T17:42:00.000+08:00,13.87
