Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia,batchId,methodId,firstSampleUnixTimestampInMs,lastSampleUnixTimestampInMs
2f38ca27-bac7-476c-b735-95faf7ba3c1d,QA Template: Garmin Full Test,6732ab82-077a-4bfd-8f89-246aba683253,sample_participant_01,9a01a9a6-b720-475b-a0c9-b7312b0ed952,d2c5013a-26e5-461e-b3d0-1f6b216a7f37,1672719795000,1675402140000

dailySummaryId,timezoneOffsetInMs,unixTimestampInMs,isoDate,beatsPerMinute
x4a83fca-63b2ff80-15180-6,28800000,1672741710000,2023-01-03T18:28:30.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672741725000,2023-01-03T18:28:45.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672741740000,2023-01-03T18:29:00.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672741755000,2023-01-03T18:29:15.000+08:00,74
x4a83fca-63b2ff80-15180-6,28800000,1672741770000,2023-01-03T18:29:30.000+08:00,74
x4a83fca-63b2ff80-15180-6,28800000,1672741785000,2023-01-03T18:29:45.000+08:00,74
x4a83fca-63b2ff80-15180-6,28800000,1672741800000,2023-01-03T18:30:00.000+08:00,74
x4a83fca-63b2ff80-15180-6,28800000,1672741815000,2023-01-03T18:30:15.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672741830000,2023-01-03T18:30:30.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672741845000,2023-01-03T18:30:45.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672741860000,2023-01-03T18:31:00.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672741875000,2023-01-03T18:31:15.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672741890000,2023-01-03T18:31:30.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672741905000,2023-01-03T18:31:45.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672741920000,2023-01-03T18:32:00.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672741935000,2023-01-03T18:32:15.000+08:00,74
x4a83fca-63b2ff80-15180-6,28800000,1672741950000,2023-01-03T18:32:30.000+08:00,74
x4a83fca-63b2ff80-15180-6,28800000,1672741965000,2023-01-03T18:32:45.000+08:00,74
x4a83fca-63b2ff80-15180-6,28800000,1672741980000,2023-01-03T18:33:00.000+08:00,74
x4a83fca-63b2ff80-15180-6,28800000,1672741995000,2023-01-03T18:33:15.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672742010000,2023-01-03T18:33:30.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672742025000,2023-01-03T18:33:45.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672742040000,2023-01-03T18:34:00.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672742055000,2023-01-03T18:34:15.000+08:00,78
x4a83fca-63b2ff80-15180-6,28800000,1672742070000,2023-01-03T18:34:30.000+08:00,78
x4a83fca-63b2ff80-15180-6,28800000,1672742085000,2023-01-03T18:34:45.000+08:00,78
x4a83fca-63b2ff80-15180-6,28800000,1672742100000,2023-01-03T18:35:00.000+08:00,78
x4a83fca-63b2ff80-15180-6,28800000,1672742115000,2023-01-03T18:35:15.000+08:00,74
x4a83fca-63b2ff80-15180-6,28800000,1672742130000,2023-01-03T18:35:30.000+08:00,74
x4a83fca-63b2ff80-15180-6,28800000,1672742145000,2023-01-03T18:35:45.000+08:00,74
x4a83fca-63b2ff80-15180-6,28800000,1672742160000,2023-01-03T18:36:00.000+08:00,74
x4a83fca-63b2ff80-15180-6,28800000,1672742175000,2023-01-03T18:36:15.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672742190000,2023-01-03T18:36:30.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672742205000,2023-01-03T18:36:45.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672742220000,2023-01-03T18:37:00.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672742235000,2023-01-03T18:37:15.000+08:00,78
x4a83fca-63b2ff80-15180-6,28800000,1672742250000,2023-01-03T18:37:30.000+08:00,78
x4a83fca-63b2ff80-15180-6,28800000,1672742265000,2023-01-03T18:37:45.000+08:00,78
x4a83fca-63b2ff80-15180-6,28800000,1672742280000,2023-01-03T18:38:00.000+08:00,78
x4a83fca-63b2ff80-15180-6,28800000,1672742295000,2023-01-03T18:38:15.000+08:00,82
x4a83fca-63b2ff80-15180-6,28800000,1672742310000,2023-01-03T18:38:30.000+08:00,82
x4a83fca-63b2ff80-15180-6,28800000,1672742325000,2023-01-03T18:38:45.000+08:00,82
x4a83fca-63b2ff80-15180-6,28800000,1672742340000,2023-01-03T18:39:00.000+08:00,82
x4a83fca-63b2ff80-15180-6,28800000,1672742355000,2023-01-03T18:39:15.000+08:00,79
x4a83fca-63b2ff80-15180-6,28800000,1672742370000,2023-01-03T18:39:30.000+08:00,79
x4a83fca-63b2ff80-15180-6,28800000,1672742385000,2023-01-03T18:39:45.000+08:00,79
x4a83fca-63b2ff80-15180-6,28800000,1672742400000,2023-01-03T18:40:00.000+08:00,79
x4a83fca-63b2ff80-15180-6,28800000,1672742415000,2023-01-03T18:40:15.000+08:00,80
x4a83fca-63b2ff80-15180-6,28800000,1672742430000,2023-01-03T18:40:30.000+08:00,80
x4a83fca-63b2ff80-15180-6,28800000,1672742445000,2023-01-03T18:40:45.000+08:00,80
x4a83fca-63b2ff80-15180-6,28800000,1672742460000,2023-01-03T18:41:00.000+08:00,80
x4a83fca-63b2ff80-15180-6,28800000,1672742475000,2023-01-03T18:41:15.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672742490000,2023-01-03T18:41:30.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672742505000,2023-01-03T18:41:45.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672742520000,2023-01-03T18:42:00.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672742535000,2023-01-03T18:42:15.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672742550000,2023-01-03T18:42:30.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672742565000,2023-01-03T18:42:45.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672742580000,2023-01-03T18:43:00.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672742595000,2023-01-03T18:43:15.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672742610000,2023-01-03T18:43:30.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672742625000,2023-01-03T18:43:45.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672742640000,2023-01-03T18:44:00.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672742655000,2023-01-03T18:44:15.000+08:00,70
x4a83fca-63b2ff80-15180-6,28800000,1672742670000,2023-01-03T18:44:30.000+08:00,70
x4a83fca-63b2ff80-15180-6,28800000,1672742685000,2023-01-03T18:44:45.000+08:00,70
x4a83fca-63b2ff80-15180-6,28800000,1672742700000,2023-01-03T18:45:00.000+08:00,70
x4a83fca-63b2ff80-15180-6,28800000,1672742715000,2023-01-03T18:45:15.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672742730000,2023-01-03T18:45:30.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672742745000,2023-01-03T18:45:45.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672742760000,2023-01-03T18:46:00.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672742775000,2023-01-03T18:46:15.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672742790000,2023-01-03T18:46:30.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672742805000,2023-01-03T18:46:45.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672742820000,2023-01-03T18:47:00.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672742835000,2023-01-03T18:47:15.000+08:00,76
x4a83fca-63b2ff80-15180-6,28800000,1672742850000,2023-01-03T18:47:30.000+08:00,76
x4a83fca-63b2ff80-15180-6,28800000,1672742865000,2023-01-03T18:47:45.000+08:00,76
x4a83fca-63b2ff80-15180-6,28800000,1672742880000,2023-01-03T18:48:00.000+08:00,76
x4a83fca-63b2ff80-15180-6,28800000,1672742895000,2023-01-03T18:48:15.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672742910000,2023-01-03T18:48:30.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672742925000,2023-01-03T18:48:45.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672742940000,2023-01-03T18:49:00.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672742955000,2023-01-03T18:49:15.000+08:00,76
x4a83fca-63b2ff80-15180-6,28800000,1672742970000,2023-01-03T18:49:30.000+08:00,76
x4a83fca-63b2ff80-15180-6,28800000,1672742985000,2023-01-03T18:49:45.000+08:00,76
x4a83fca-63b2ff80-15180-6,28800000,1672743000000,2023-01-03T18:50:00.000+08:00,76
x4a83fca-63b2ff80-15180-6,28800000,1672743015000,2023-01-03T18:50:15.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672743030000,2023-01-03T18:50:30.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672743045000,2023-01-03T18:50:45.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672743060000,2023-01-03T18:51:00.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672743075000,2023-01-03T18:51:15.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672743090000,2023-01-03T18:51:30.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672743105000,2023-01-03T18:51:45.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672743120000,2023-01-03T18:52:00.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672743135000,2023-01-03T18:52:15.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672743150000,2023-01-03T18:52:30.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672743165000,2023-01-03T18:52:45.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672743180000,2023-01-03T18:53:00.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672743195000,2023-01-03T18:53:15.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672743210000,2023-01-03T18:53:30.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672743225000,2023-01-03T18:53:45.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672743240000,2023-01-03T18:54:00.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672743255000,2023-01-03T18:54:15.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672743270000,2023-01-03T18:54:30.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672743285000,2023-01-03T18:54:45.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672743300000,2023-01-03T18:55:00.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672743315000,2023-01-03T18:55:15.000+08:00,76
x4a83fca-63b2ff80-15180-6,28800000,1672743330000,2023-01-03T18:55:30.000+08:00,76
x4a83fca-63b2ff80-15180-6,28800000,1672743345000,2023-01-03T18:55:45.000+08:00,76
x4a83fca-63b2ff80-15180-6,28800000,1672743360000,2023-01-03T18:56:00.000+08:00,76
x4a83fca-63b2ff80-15180-6,28800000,1672743375000,2023-01-03T18:56:15.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672743390000,2023-01-03T18:56:30.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672743405000,2023-01-03T18:56:45.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672743420000,2023-01-03T18:57:00.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672743435000,2023-01-03T18:57:15.000+08:00,74
x4a83fca-63b2ff80-15180-6,28800000,1672743450000,2023-01-03T18:57:30.000+08:00,74
x4a83fca-63b2ff80-15180-6,28800000,1672743465000,2023-01-03T18:57:45.000+08:00,74
x4a83fca-63b2ff80-15180-6,28800000,1672743480000,2023-01-03T18:58:00.000+08:00,74
x4a83fca-63b2ff80-15180-6,28800000,1672743495000,2023-01-03T18:58:15.000+08:00,74
x4a83fca-63b2ff80-15180-6,28800000,1672743510000,2023-01-03T18:58:30.000+08:00,74
x4a83fca-63b2ff80-15180-6,28800000,1672743525000,2023-01-03T18:58:45.000+08:00,74
x4a83fca-63b2ff80-15180-6,28800000,1672743540000,2023-01-03T18:59:00.000+08:00,74
x4a83fca-63b2ff80-15180-6,28800000,1672743555000,2023-01-03T18:59:15.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672743570000,2023-01-03T18:59:30.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672743585000,2023-01-03T18:59:45.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672743600000,2023-01-03T19:00:00.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672743615000,2023-01-03T19:00:15.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672743630000,2023-01-03T19:00:30.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672743645000,2023-01-03T19:00:45.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672743660000,2023-01-03T19:01:00.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672743675000,2023-01-03T19:01:15.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672743690000,2023-01-03T19:01:30.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672743705000,2023-01-03T19:01:45.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672743720000,2023-01-03T19:02:00.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672743735000,2023-01-03T19:02:15.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672743750000,2023-01-03T19:02:30.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672743765000,2023-01-03T19:02:45.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672743780000,2023-01-03T19:03:00.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672743795000,2023-01-03T19:03:15.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672743810000,2023-01-03T19:03:30.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672743825000,2023-01-03T19:03:45.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672743840000,2023-01-03T19:04:00.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672743855000,2023-01-03T19:04:15.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672743870000,2023-01-03T19:04:30.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672743885000,2023-01-03T19:04:45.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672743900000,2023-01-03T19:05:00.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672743915000,2023-01-03T19:05:15.000+08:00,70
x4a83fca-63b2ff80-15180-6,28800000,1672743930000,2023-01-03T19:05:30.000+08:00,70
x4a83fca-63b2ff80-15180-6,28800000,1672743945000,2023-01-03T19:05:45.000+08:00,70
x4a83fca-63b2ff80-15180-6,28800000,1672743960000,2023-01-03T19:06:00.000+08:00,70
x4a83fca-63b2ff80-15180-6,28800000,1672743975000,2023-01-03T19:06:15.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672743990000,2023-01-03T19:06:30.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672744005000,2023-01-03T19:06:45.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672744020000,2023-01-03T19:07:00.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672744035000,2023-01-03T19:07:15.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672744050000,2023-01-03T19:07:30.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672744065000,2023-01-03T19:07:45.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672744080000,2023-01-03T19:08:00.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672744095000,2023-01-03T19:08:15.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672744110000,2023-01-03T19:08:30.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672744125000,2023-01-03T19:08:45.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672744140000,2023-01-03T19:09:00.000+08:00,72
x4a83fca-63b2ff80-15180-6,28800000,1672744155000,2023-01-03T19:09:15.000+08:00,84
x4a83fca-63b2ff80-15180-6,28800000,1672744170000,2023-01-03T19:09:30.000+08:00,84
x4a83fca-63b2ff80-15180-6,28800000,1672744185000,2023-01-03T19:09:45.000+08:00,84
x4a83fca-63b2ff80-15180-6,28800000,1672744200000,2023-01-03T19:10:00.000+08:00,84
x4a83fca-63b2ff80-15180-6,28800000,1672744215000,2023-01-03T19:10:15.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672744230000,2023-01-03T19:10:30.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672744245000,2023-01-03T19:10:45.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672744260000,2023-01-03T19:11:00.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672744275000,2023-01-03T19:11:15.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672744290000,2023-01-03T19:11:30.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672744305000,2023-01-03T19:11:45.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672744320000,2023-01-03T19:12:00.000+08:00,73
x4a83fca-63b2ff80-15180-6,28800000,1672744335000,2023-01-03T19:12:15.000+08:00,77
x4a83fca-63b2ff80-15180-6,28800000,1672744350000,2023-01-03T19:12:30.000+08:00,77
x4a83fca-63b2ff80-15180-6,28800000,1672744365000,2023-01-03T19:12:45.000+08:00,77
x4a83fca-63b2ff80-15180-6,28800000,1672744380000,2023-01-03T19:13:00.000+08:00,77
x4a83fca-63b2ff80-15180-6,28800000,1672744395000,2023-01-03T19:13:15.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672744410000,2023-01-03T19:13:30.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672744425000,2023-01-03T19:13:45.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672744440000,2023-01-03T19:14:00.000+08:00,71
x4a83fca-63b2ff80-15180-6,28800000,1672744455000,2023-01-03T19:14:15.000+08:00,69
x4a83fca-63b2ff80-15180-6,28800000,1672744470000,2023-01-03T19:14:30.000+08:00,69
x4a83fca-63b2ff80-15180-6,28800000,1672744485000,2023-01-03T19:14:45.000+08:00,69
x4a83fca-63b2ff80-15180-6,28800000,1672744500000,2023-01-03T19:15:00.000+08:00,69
x4a83fca-63b2ff80-15180-6,28800000,1672744515000,2023-01-03T19:15:15.000+08:00,75
x4a83fca-63b2ff80-15180-6,28800000,1672744530000,2023-01-03T19:15:30.000+08:00,75
x4a83fca-63b2ff80-15180-6,28800000,1672744545000,2023-01-03T19:15:45.000+08:00,75
x4a83fca-63b2ff80-15180-6,28800000,1672744560000,2023-01-03T19:16:00.000+08:00,75
