Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia,batchId,methodId,taskId,taskScheduleRepeat,taskScheduleDescription,garminDeviceId,firstSampleUnixTimestampInMs,lastSampleUnixTimestampInMs
2f38ca27-bac7-476c-b735-95faf7ba3c1d,QA Template: Garmin Full Test,6732ab82-077a-4bfd-8f89-246aba683253,sample_participant_01,9a01a9a6-b720-475b-a0c9-b7312b0ed952,d2c5013a-26e5-461e-b3d0-1f6b216a7f37,1725e82d-8800-4fd7-a12f-a712238e949e,false,,dba71865-d874-421e-a324-1ecc7df9b5a0,1675166604000,1675402023944

timezone,unixTimestampInMs,isoDate,deviceType,bbi
Asia/Taipei,1675170143475,2023-01-31T21:02:23.475+08:00,garmin_VenuSq2,925
Asia/Taipei,1675170144400,2023-01-31T21:02:24.400+08:00,garmin_VenuSq2,880
Asia/Taipei,1675170145280,2023-01-31T21:02:25.280+08:00,garmin_VenuSq2,844
Asia/Taipei,1675170145862,2023-01-31T21:02:25.862+08:00,garmin_VenuSq2,858
Asia/Taipei,1675170146720,2023-01-31T21:02:26.720+08:00,garmin_VenuSq2,888
Asia/Taipei,1675170147608,2023-01-31T21:02:27.608+08:00,garmin_VenuSq2,921
Asia/Taipei,1675170148529,2023-01-31T21:02:28.529+08:00,garmin_VenuSq2,983
Asia/Taipei,1675170150678,2023-01-31T21:02:30.678+08:00,garmin_VenuSq2,970
Asia/Taipei,1675170151648,2023-01-31T21:02:31.648+08:00,garmin_VenuSq2,950
Asia/Taipei,1675170152598,2023-01-31T21:02:32.598+08:00,garmin_VenuSq2,945
Asia/Taipei,1675170153543,2023-01-31T21:02:33.543+08:00,garmin_VenuSq2,949
Asia/Taipei,1675170154492,2023-01-31T21:02:34.492+08:00,garmin_VenuSq2,899
Asia/Taipei,1675170155245,2023-01-31T21:02:35.245+08:00,garmin_VenuSq2,937
Asia/Taipei,1675170156182,2023-01-31T21:02:36.182+08:00,garmin_VenuSq2,981
Asia/Taipei,1675170157163,2023-01-31T21:02:37.163+08:00,garmin_VenuSq2,944
Asia/Taipei,1675170158107,2023-01-31T21:02:38.107+08:00,garmin_VenuSq2,939
Asia/Taipei,1675170159080,2023-01-31T21:02:39.080+08:00,garmin_VenuSq2,941
Asia/Taipei,1675170160021,2023-01-31T21:02:40.021+08:00,garmin_VenuSq2,1137
Asia/Taipei,1675170161158,2023-01-31T21:02:41.158+08:00,garmin_VenuSq2,998
Asia/Taipei,1675170162156,2023-01-31T21:02:42.156+08:00,garmin_VenuSq2,912
Asia/Taipei,1675170163068,2023-01-31T21:02:43.068+08:00,garmin_VenuSq2,899
Asia/Taipei,1675170164907,2023-01-31T21:02:44.907+08:00,garmin_VenuSq2,880
Asia/Taipei,1675170165787,2023-01-31T21:02:45.787+08:00,garmin_VenuSq2,924
Asia/Taipei,1675170166711,2023-01-31T21:02:46.711+08:00,garmin_VenuSq2,1044
Asia/Taipei,1675170167755,2023-01-31T21:02:47.755+08:00,garmin_VenuSq2,973
Asia/Taipei,1675170168728,2023-01-31T21:02:48.728+08:00,garmin_VenuSq2,957
Asia/Taipei,1675170169805,2023-01-31T21:02:49.805+08:00,garmin_VenuSq2,997
Asia/Taipei,1675170170802,2023-01-31T21:02:50.802+08:00,garmin_VenuSq2,983
Asia/Taipei,1675170171785,2023-01-31T21:02:51.785+08:00,garmin_VenuSq2,994
Asia/Taipei,1675170172779,2023-01-31T21:02:52.779+08:00,garmin_VenuSq2,986
Asia/Taipei,1675170173765,2023-01-31T21:02:53.765+08:00,garmin_VenuSq2,987
Asia/Taipei,1675170174729,2023-01-31T21:02:54.729+08:00,garmin_VenuSq2,973
Asia/Taipei,1675170175702,2023-01-31T21:02:55.702+08:00,garmin_VenuSq2,983
Asia/Taipei,1675170176685,2023-01-31T21:02:56.685+08:00,garmin_VenuSq2,1020
Asia/Taipei,1675170177705,2023-01-31T21:02:57.705+08:00,garmin_VenuSq2,1167
Asia/Taipei,1675170178872,2023-01-31T21:02:58.872+08:00,garmin_VenuSq2,1085
Asia/Taipei,1675170179996,2023-01-31T21:02:59.996+08:00,garmin_VenuSq2,1009
Asia/Taipei,1675170181005,2023-01-31T21:03:01.005+08:00,garmin_VenuSq2,1057
Asia/Taipei,1675170182062,2023-01-31T21:03:02.062+08:00,garmin_VenuSq2,995
Asia/Taipei,1675170183057,2023-01-31T21:03:03.057+08:00,garmin_VenuSq2,914
Asia/Taipei,1675170183971,2023-01-31T21:03:03.971+08:00,garmin_VenuSq2,837
Asia/Taipei,1675170184492,2023-01-31T21:03:04.492+08:00,garmin_VenuSq2,935
Asia/Taipei,1675170185427,2023-01-31T21:03:05.427+08:00,garmin_VenuSq2,946
Asia/Taipei,1675170186373,2023-01-31T21:03:06.373+08:00,garmin_VenuSq2,943
Asia/Taipei,1675170187316,2023-01-31T21:03:07.316+08:00,garmin_VenuSq2,928
Asia/Taipei,1675170188336,2023-01-31T21:03:08.336+08:00,garmin_VenuSq2,936
Asia/Taipei,1675170189272,2023-01-31T21:03:09.272+08:00,garmin_VenuSq2,931
Asia/Taipei,1675170190150,2023-01-31T21:03:10.150+08:00,garmin_VenuSq2,882
Asia/Taipei,1675170191032,2023-01-31T21:03:11.032+08:00,garmin_VenuSq2,918
Asia/Taipei,1675170191950,2023-01-31T21:03:11.950+08:00,garmin_VenuSq2,964
Asia/Taipei,1675170192914,2023-01-31T21:03:12.914+08:00,garmin_VenuSq2,948
Asia/Taipei,1675170193862,2023-01-31T21:03:13.862+08:00,garmin_VenuSq2,1013
Asia/Taipei,1675170195940,2023-01-31T21:03:15.940+08:00,garmin_VenuSq2,945
Asia/Taipei,1675170196885,2023-01-31T21:03:16.885+08:00,garmin_VenuSq2,917
Asia/Taipei,1675170197802,2023-01-31T21:03:17.802+08:00,garmin_VenuSq2,930
Asia/Taipei,1675170198732,2023-01-31T21:03:18.732+08:00,garmin_VenuSq2,924
Asia/Taipei,1675170199656,2023-01-31T21:03:19.656+08:00,garmin_VenuSq2,931
Asia/Taipei,1675170200440,2023-01-31T21:03:20.440+08:00,garmin_VenuSq2,896
Asia/Taipei,1675170201336,2023-01-31T21:03:21.336+08:00,garmin_VenuSq2,894
Asia/Taipei,1675170202230,2023-01-31T21:03:22.230+08:00,garmin_VenuSq2,898
Asia/Taipei,1675170203128,2023-01-31T21:03:23.128+08:00,garmin_VenuSq2,918
Asia/Taipei,1675170204096,2023-01-31T21:03:24.096+08:00,garmin_VenuSq2,946
Asia/Taipei,1675170205042,2023-01-31T21:03:25.042+08:00,garmin_VenuSq2,941
Asia/Taipei,1675170205983,2023-01-31T21:03:25.983+08:00,garmin_VenuSq2,903
Asia/Taipei,1675170206886,2023-01-31T21:03:26.886+08:00,garmin_VenuSq2,895
Asia/Taipei,1675170207781,2023-01-31T21:03:27.781+08:00,garmin_VenuSq2,917
Asia/Taipei,1675170209688,2023-01-31T21:03:29.688+08:00,garmin_VenuSq2,934
Asia/Taipei,1675170210622,2023-01-31T21:03:30.622+08:00,garmin_VenuSq2,943
Asia/Taipei,1675170211565,2023-01-31T21:03:31.565+08:00,garmin_VenuSq2,966
Asia/Taipei,1675170212531,2023-01-31T21:03:32.531+08:00,garmin_VenuSq2,930
Asia/Taipei,1675170213461,2023-01-31T21:03:33.461+08:00,garmin_VenuSq2,1099
Asia/Taipei,1675170214772,2023-01-31T21:03:34.772+08:00,garmin_VenuSq2,1144
Asia/Taipei,1675170215916,2023-01-31T21:03:35.916+08:00,garmin_VenuSq2,899
Asia/Taipei,1675170216815,2023-01-31T21:03:36.815+08:00,garmin_VenuSq2,912
Asia/Taipei,1675170217727,2023-01-31T21:03:37.727+08:00,garmin_VenuSq2,934
Asia/Taipei,1675170218661,2023-01-31T21:03:38.661+08:00,garmin_VenuSq2,942
Asia/Taipei,1675170219218,2023-01-31T21:03:39.218+08:00,garmin_VenuSq2,858
Asia/Taipei,1675170220076,2023-01-31T21:03:40.076+08:00,garmin_VenuSq2,932
Asia/Taipei,1675170221008,2023-01-31T21:03:41.008+08:00,garmin_VenuSq2,954
Asia/Taipei,1675170221962,2023-01-31T21:03:41.962+08:00,garmin_VenuSq2,1010
Asia/Taipei,1675170223076,2023-01-31T21:03:43.076+08:00,garmin_VenuSq2,980
Asia/Taipei,1675170224056,2023-01-31T21:03:44.056+08:00,garmin_VenuSq2,875
Asia/Taipei,1675170224931,2023-01-31T21:03:44.931+08:00,garmin_VenuSq2,923
Asia/Taipei,1675170225854,2023-01-31T21:03:45.854+08:00,garmin_VenuSq2,941
Asia/Taipei,1675170226795,2023-01-31T21:03:46.795+08:00,garmin_VenuSq2,943
Asia/Taipei,1675170228689,2023-01-31T21:03:48.689+08:00,garmin_VenuSq2,928
Asia/Taipei,1675170229617,2023-01-31T21:03:49.617+08:00,garmin_VenuSq2,941
Asia/Taipei,1675170230558,2023-01-31T21:03:50.558+08:00,garmin_VenuSq2,925
Asia/Taipei,1675170231336,2023-01-31T21:03:51.336+08:00,garmin_VenuSq2,862
Asia/Taipei,1675170231483,2023-01-31T21:03:51.483+08:00,garmin_VenuSq2,917
Asia/Taipei,1675170232198,2023-01-31T21:03:52.198+08:00,garmin_VenuSq2,798
Asia/Taipei,1675170232996,2023-01-31T21:03:52.996+08:00,garmin_VenuSq2,831
Asia/Taipei,1675170233827,2023-01-31T21:03:53.827+08:00,garmin_VenuSq2,885
Asia/Taipei,1675170234712,2023-01-31T21:03:54.712+08:00,garmin_VenuSq2,861
Asia/Taipei,1675170235582,2023-01-31T21:03:55.582+08:00,garmin_VenuSq2,868
Asia/Taipei,1675170236450,2023-01-31T21:03:56.450+08:00,garmin_VenuSq2,871
Asia/Taipei,1675170237321,2023-01-31T21:03:57.321+08:00,garmin_VenuSq2,839
Asia/Taipei,1675170238160,2023-01-31T21:03:58.160+08:00,garmin_VenuSq2,793
Asia/Taipei,1675170238953,2023-01-31T21:03:58.953+08:00,garmin_VenuSq2,860
Asia/Taipei,1675170240865,2023-01-31T21:04:00.865+08:00,garmin_VenuSq2,918
Asia/Taipei,1675170241783,2023-01-31T21:04:01.783+08:00,garmin_VenuSq2,955
Asia/Taipei,1675170242738,2023-01-31T21:04:02.738+08:00,garmin_VenuSq2,1022
Asia/Taipei,1675170243760,2023-01-31T21:04:03.760+08:00,garmin_VenuSq2,978
Asia/Taipei,1675170244738,2023-01-31T21:04:04.738+08:00,garmin_VenuSq2,987
Asia/Taipei,1675170245979,2023-01-31T21:04:05.979+08:00,garmin_VenuSq2,1169
Asia/Taipei,1675170247148,2023-01-31T21:04:07.148+08:00,garmin_VenuSq2,1078
Asia/Taipei,1675170248226,2023-01-31T21:04:08.226+08:00,garmin_VenuSq2,1010
Asia/Taipei,1675170249236,2023-01-31T21:04:09.236+08:00,garmin_VenuSq2,1026
Asia/Taipei,1675170250262,2023-01-31T21:04:10.262+08:00,garmin_VenuSq2,1052
Asia/Taipei,1675170251155,2023-01-31T21:04:11.155+08:00,garmin_VenuSq2,907
Asia/Taipei,1675170252062,2023-01-31T21:04:12.062+08:00,garmin_VenuSq2,957
Asia/Taipei,1675170253040,2023-01-31T21:04:13.040+08:00,garmin_VenuSq2,1025
Asia/Taipei,1675170254065,2023-01-31T21:04:14.065+08:00,garmin_VenuSq2,1090
Asia/Taipei,1675170257653,2023-01-31T21:04:17.653+08:00,garmin_VenuSq2,1056
Asia/Taipei,1675170258709,2023-01-31T21:04:18.709+08:00,garmin_VenuSq2,1048
Asia/Taipei,1675170259757,2023-01-31T21:04:19.757+08:00,garmin_VenuSq2,1022
Asia/Taipei,1675170260779,2023-01-31T21:04:20.779+08:00,garmin_VenuSq2,1013
Asia/Taipei,1675170261792,2023-01-31T21:04:21.792+08:00,garmin_VenuSq2,989
Asia/Taipei,1675170262724,2023-01-31T21:04:22.724+08:00,garmin_VenuSq2,996
Asia/Taipei,1675170263720,2023-01-31T21:04:23.720+08:00,garmin_VenuSq2,989
Asia/Taipei,1675170264709,2023-01-31T21:04:24.709+08:00,garmin_VenuSq2,932
Asia/Taipei,1675170265641,2023-01-31T21:04:25.641+08:00,garmin_VenuSq2,1003
Asia/Taipei,1675170266644,2023-01-31T21:04:26.644+08:00,garmin_VenuSq2,1012
Asia/Taipei,1675170267645,2023-01-31T21:04:27.645+08:00,garmin_VenuSq2,983
Asia/Taipei,1675170268628,2023-01-31T21:04:28.628+08:00,garmin_VenuSq2,1014
Asia/Taipei,1675170270983,2023-01-31T21:04:30.983+08:00,garmin_VenuSq2,1006
Asia/Taipei,1675170271989,2023-01-31T21:04:31.989+08:00,garmin_VenuSq2,956
Asia/Taipei,1675170272485,2023-01-31T21:04:32.485+08:00,garmin_VenuSq2,842
Asia/Taipei,1675170273327,2023-01-31T21:04:33.327+08:00,garmin_VenuSq2,894
Asia/Taipei,1675170274221,2023-01-31T21:04:34.221+08:00,garmin_VenuSq2,922
Asia/Taipei,1675170275143,2023-01-31T21:04:35.143+08:00,garmin_VenuSq2,912
Asia/Taipei,1675170276055,2023-01-31T21:04:36.055+08:00,garmin_VenuSq2,917
Asia/Taipei,1675170277036,2023-01-31T21:04:37.036+08:00,garmin_VenuSq2,905
Asia/Taipei,1675170277941,2023-01-31T21:04:37.941+08:00,garmin_VenuSq2,899
Asia/Taipei,1675170278840,2023-01-31T21:04:38.840+08:00,garmin_VenuSq2,882
Asia/Taipei,1675170279722,2023-01-31T21:04:39.722+08:00,garmin_VenuSq2,899
Asia/Taipei,1675170280621,2023-01-31T21:04:40.621+08:00,garmin_VenuSq2,906
Asia/Taipei,1675170281513,2023-01-31T21:04:41.513+08:00,garmin_VenuSq2,890
Asia/Taipei,1675170282403,2023-01-31T21:04:42.403+08:00,garmin_VenuSq2,870
Asia/Taipei,1675170283273,2023-01-31T21:04:43.273+08:00,garmin_VenuSq2,815
Asia/Taipei,1675170284088,2023-01-31T21:04:44.088+08:00,garmin_VenuSq2,820
Asia/Taipei,1675170284908,2023-01-31T21:04:44.908+08:00,garmin_VenuSq2,830
Asia/Taipei,1675170286672,2023-01-31T21:04:46.672+08:00,garmin_VenuSq2,823
Asia/Taipei,1675170287495,2023-01-31T21:04:47.495+08:00,garmin_VenuSq2,869
Asia/Taipei,1675170288364,2023-01-31T21:04:48.364+08:00,garmin_VenuSq2,887
Asia/Taipei,1675170289251,2023-01-31T21:04:49.251+08:00,garmin_VenuSq2,898
Asia/Taipei,1675170290149,2023-01-31T21:04:50.149+08:00,garmin_VenuSq2,869
Asia/Taipei,1675170290898,2023-01-31T21:04:50.898+08:00,garmin_VenuSq2,865
Asia/Taipei,1675170291763,2023-01-31T21:04:51.763+08:00,garmin_VenuSq2,838
Asia/Taipei,1675170292601,2023-01-31T21:04:52.601+08:00,garmin_VenuSq2,775
Asia/Taipei,1675170293376,2023-01-31T21:04:53.376+08:00,garmin_VenuSq2,754
Asia/Taipei,1675170294177,2023-01-31T21:04:54.177+08:00,garmin_VenuSq2,894
Asia/Taipei,1675170295071,2023-01-31T21:04:55.071+08:00,garmin_VenuSq2,885
Asia/Taipei,1675170295956,2023-01-31T21:04:55.956+08:00,garmin_VenuSq2,872
Asia/Taipei,1675170296828,2023-01-31T21:04:56.828+08:00,garmin_VenuSq2,872
Asia/Taipei,1675170297700,2023-01-31T21:04:57.700+08:00,garmin_VenuSq2,855
Asia/Taipei,1675170298450,2023-01-31T21:04:58.450+08:00,garmin_VenuSq2,786
Asia/Taipei,1675170299236,2023-01-31T21:04:59.236+08:00,garmin_VenuSq2,778
Asia/Taipei,1675170300014,2023-01-31T21:05:00.014+08:00,garmin_VenuSq2,817
Asia/Taipei,1675170300831,2023-01-31T21:05:00.831+08:00,garmin_VenuSq2,820
Asia/Taipei,1675170301651,2023-01-31T21:05:01.651+08:00,garmin_VenuSq2,840
Asia/Taipei,1675170302544,2023-01-31T21:05:02.544+08:00,garmin_VenuSq2,838
Asia/Taipei,1675170303382,2023-01-31T21:05:03.382+08:00,garmin_VenuSq2,816
Asia/Taipei,1675170304198,2023-01-31T21:05:04.198+08:00,garmin_VenuSq2,845
Asia/Taipei,1675170305043,2023-01-31T21:05:05.043+08:00,garmin_VenuSq2,864
Asia/Taipei,1675170305907,2023-01-31T21:05:05.907+08:00,garmin_VenuSq2,880
Asia/Taipei,1675170307858,2023-01-31T21:05:07.858+08:00,garmin_VenuSq2,907
Asia/Taipei,1675170308765,2023-01-31T21:05:08.765+08:00,garmin_VenuSq2,902
Asia/Taipei,1675170310769,2023-01-31T21:05:10.769+08:00,garmin_VenuSq2,903
Asia/Taipei,1675170311672,2023-01-31T21:05:11.672+08:00,garmin_VenuSq2,854
Asia/Taipei,1675170312526,2023-01-31T21:05:12.526+08:00,garmin_VenuSq2,848
Asia/Taipei,1675170313374,2023-01-31T21:05:13.374+08:00,garmin_VenuSq2,857
Asia/Taipei,1675170314231,2023-01-31T21:05:14.231+08:00,garmin_VenuSq2,891
Asia/Taipei,1675170315057,2023-01-31T21:05:15.057+08:00,garmin_VenuSq2,875
Asia/Taipei,1675170316917,2023-01-31T21:05:16.917+08:00,garmin_VenuSq2,902
Asia/Taipei,1675170317819,2023-01-31T21:05:17.819+08:00,garmin_VenuSq2,1015
Asia/Taipei,1675170318834,2023-01-31T21:05:18.834+08:00,garmin_VenuSq2,984
Asia/Taipei,1675170319818,2023-01-31T21:05:19.818+08:00,garmin_VenuSq2,942
Asia/Taipei,1675170320760,2023-01-31T21:05:20.760+08:00,garmin_VenuSq2,891
Asia/Taipei,1675170321639,2023-01-31T21:05:21.639+08:00,garmin_VenuSq2,888
Asia/Taipei,1675170322527,2023-01-31T21:05:22.527+08:00,garmin_VenuSq2,886
Asia/Taipei,1675170323413,2023-01-31T21:05:23.413+08:00,garmin_VenuSq2,904
Asia/Taipei,1675170324317,2023-01-31T21:05:24.317+08:00,garmin_VenuSq2,964
Asia/Taipei,1675170325281,2023-01-31T21:05:25.281+08:00,garmin_VenuSq2,959
Asia/Taipei,1675170326104,2023-01-31T21:05:26.104+08:00,garmin_VenuSq2,859
Asia/Taipei,1675170326963,2023-01-31T21:05:26.963+08:00,garmin_VenuSq2,861
Asia/Taipei,1675170327824,2023-01-31T21:05:27.824+08:00,garmin_VenuSq2,871
Asia/Taipei,1675170328695,2023-01-31T21:05:28.695+08:00,garmin_VenuSq2,892
Asia/Taipei,1675170329601,2023-01-31T21:05:29.601+08:00,garmin_VenuSq2,887
Asia/Taipei,1675170330488,2023-01-31T21:05:30.488+08:00,garmin_VenuSq2,897
Asia/Taipei,1675170333661,2023-01-31T21:05:33.661+08:00,garmin_VenuSq2,924
Asia/Taipei,1675170334585,2023-01-31T21:05:34.585+08:00,garmin_VenuSq2,923
Asia/Taipei,1675170335508,2023-01-31T21:05:35.508+08:00,garmin_VenuSq2,1047
Asia/Taipei,1675170336555,2023-01-31T21:05:36.555+08:00,garmin_VenuSq2,846
Asia/Taipei,1675170337401,2023-01-31T21:05:37.401+08:00,garmin_VenuSq2,993
Asia/Taipei,1675170337467,2023-01-31T21:05:37.467+08:00,garmin_VenuSq2,993
Asia/Taipei,1675170338460,2023-01-31T21:05:38.460+08:00,garmin_VenuSq2,924
Asia/Taipei,1675170339384,2023-01-31T21:05:39.384+08:00,garmin_VenuSq2,884
Asia/Taipei,1675170340268,2023-01-31T21:05:40.268+08:00,garmin_VenuSq2,894
Asia/Taipei,1675170341162,2023-01-31T21:05:41.162+08:00,garmin_VenuSq2,902
Asia/Taipei,1675170342989,2023-01-31T21:05:42.989+08:00,garmin_VenuSq2,916
Asia/Taipei,1675170343905,2023-01-31T21:05:43.905+08:00,garmin_VenuSq2,923
Asia/Taipei,1675170344828,2023-01-31T21:05:44.828+08:00,garmin_VenuSq2,916
Asia/Taipei,1675170345744,2023-01-31T21:05:45.744+08:00,garmin_VenuSq2,901
Asia/Taipei,1675170346645,2023-01-31T21:05:46.645+08:00,garmin_VenuSq2,904
Asia/Taipei,1675170347451,2023-01-31T21:05:47.451+08:00,garmin_VenuSq2,896
Asia/Taipei,1675170348347,2023-01-31T21:05:48.347+08:00,garmin_VenuSq2,907
Asia/Taipei,1675170349254,2023-01-31T21:05:49.254+08:00,garmin_VenuSq2,899
Asia/Taipei,1675170350153,2023-01-31T21:05:50.153+08:00,garmin_VenuSq2,950
Asia/Taipei,1675170351324,2023-01-31T21:05:51.324+08:00,garmin_VenuSq2,1125
Asia/Taipei,1675170352449,2023-01-31T21:05:52.449+08:00,garmin_VenuSq2,1063
Asia/Taipei,1675170353512,2023-01-31T21:05:53.512+08:00,garmin_VenuSq2,955
Asia/Taipei,1675170354467,2023-01-31T21:05:54.467+08:00,garmin_VenuSq2,1035
Asia/Taipei,1675170355502,2023-01-31T21:05:55.502+08:00,garmin_VenuSq2,1017
Asia/Taipei,1675170356389,2023-01-31T21:05:56.389+08:00,garmin_VenuSq2,992
Asia/Taipei,1675170357336,2023-01-31T21:05:57.336+08:00,garmin_VenuSq2,946
Asia/Taipei,1675170358282,2023-01-31T21:05:58.282+08:00,garmin_VenuSq2,901
Asia/Taipei,1675170359183,2023-01-31T21:05:59.183+08:00,garmin_VenuSq2,782
Asia/Taipei,1675170359965,2023-01-31T21:05:59.965+08:00,garmin_VenuSq2,745
Asia/Taipei,1675170360710,2023-01-31T21:06:00.710+08:00,garmin_VenuSq2,802
Asia/Taipei,1675170361431,2023-01-31T21:06:01.431+08:00,garmin_VenuSq2,861
Asia/Taipei,1675170362292,2023-01-31T21:06:02.292+08:00,garmin_VenuSq2,816
Asia/Taipei,1675170363108,2023-01-31T21:06:03.108+08:00,garmin_VenuSq2,837
Asia/Taipei,1675170363945,2023-01-31T21:06:03.945+08:00,garmin_VenuSq2,885
Asia/Taipei,1675170364830,2023-01-31T21:06:04.830+08:00,garmin_VenuSq2,1009
Asia/Taipei,1675170367058,2023-01-31T21:06:07.058+08:00,garmin_VenuSq2,924
Asia/Taipei,1675170367982,2023-01-31T21:06:07.982+08:00,garmin_VenuSq2,945
Asia/Taipei,1675170368927,2023-01-31T21:06:08.927+08:00,garmin_VenuSq2,907
Asia/Taipei,1675170369834,2023-01-31T21:06:09.834+08:00,garmin_VenuSq2,851
Asia/Taipei,1675170370685,2023-01-31T21:06:10.685+08:00,garmin_VenuSq2,814
Asia/Taipei,1675170371431,2023-01-31T21:06:11.431+08:00,garmin_VenuSq2,853
Asia/Taipei,1675170372284,2023-01-31T21:06:12.284+08:00,garmin_VenuSq2,847
Asia/Taipei,1675170373131,2023-01-31T21:06:13.131+08:00,garmin_VenuSq2,845
Asia/Taipei,1675170373976,2023-01-31T21:06:13.976+08:00,garmin_VenuSq2,848
Asia/Taipei,1675170374824,2023-01-31T21:06:14.824+08:00,garmin_VenuSq2,853
Asia/Taipei,1675170376687,2023-01-31T21:06:16.687+08:00,garmin_VenuSq2,861
Asia/Taipei,1675170377548,2023-01-31T21:06:17.548+08:00,garmin_VenuSq2,872
Asia/Taipei,1675170378420,2023-01-31T21:06:18.420+08:00,garmin_VenuSq2,867
Asia/Taipei,1675170379287,2023-01-31T21:06:19.287+08:00,garmin_VenuSq2,781
Asia/Taipei,1675170380633,2023-01-31T21:06:20.633+08:00,garmin_VenuSq2,800
Asia/Taipei,1675170381433,2023-01-31T21:06:21.433+08:00,garmin_VenuSq2,873
Asia/Taipei,1675170382306,2023-01-31T21:06:22.306+08:00,garmin_VenuSq2,878
Asia/Taipei,1675170383184,2023-01-31T21:06:23.184+08:00,garmin_VenuSq2,872
Asia/Taipei,1675170384056,2023-01-31T21:06:24.056+08:00,garmin_VenuSq2,867
Asia/Taipei,1675170384979,2023-01-31T21:06:24.979+08:00,garmin_VenuSq2,1048
Asia/Taipei,1675170386027,2023-01-31T21:06:26.027+08:00,garmin_VenuSq2,906
Asia/Taipei,1675170386933,2023-01-31T21:06:26.933+08:00,garmin_VenuSq2,875
Asia/Taipei,1675170387808,2023-01-31T21:06:27.808+08:00,garmin_VenuSq2,884
Asia/Taipei,1675170389666,2023-01-31T21:06:29.666+08:00,garmin_VenuSq2,898
Asia/Taipei,1675170390564,2023-01-31T21:06:30.564+08:00,garmin_VenuSq2,939
Asia/Taipei,1675170391503,2023-01-31T21:06:31.503+08:00,garmin_VenuSq2,973
Asia/Taipei,1675170392476,2023-01-31T21:06:32.476+08:00,garmin_VenuSq2,918
Asia/Taipei,1675170393394,2023-01-31T21:06:33.394+08:00,garmin_VenuSq2,902
Asia/Taipei,1675170394151,2023-01-31T21:06:34.151+08:00,garmin_VenuSq2,878
Asia/Taipei,1675170395029,2023-01-31T21:06:35.029+08:00,garmin_VenuSq2,874
Asia/Taipei,1675170395903,2023-01-31T21:06:35.903+08:00,garmin_VenuSq2,870
Asia/Taipei,1675170396773,2023-01-31T21:06:36.773+08:00,garmin_VenuSq2,869
Asia/Taipei,1675170398646,2023-01-31T21:06:38.646+08:00,garmin_VenuSq2,877
Asia/Taipei,1675170400886,2023-01-31T21:06:40.886+08:00,garmin_VenuSq2,906
Asia/Taipei,1675170401792,2023-01-31T21:06:41.792+08:00,garmin_VenuSq2,933
Asia/Taipei,1675170402725,2023-01-31T21:06:42.725+08:00,garmin_VenuSq2,905
Asia/Taipei,1675170403630,2023-01-31T21:06:43.630+08:00,garmin_VenuSq2,871
Asia/Taipei,1675170404501,2023-01-31T21:06:44.501+08:00,garmin_VenuSq2,893
Asia/Taipei,1675170405295,2023-01-31T21:06:45.295+08:00,garmin_VenuSq2,906
Asia/Taipei,1675170406201,2023-01-31T21:06:46.201+08:00,garmin_VenuSq2,891
Asia/Taipei,1675170407092,2023-01-31T21:06:47.092+08:00,garmin_VenuSq2,898
Asia/Taipei,1675170407990,2023-01-31T21:06:47.990+08:00,garmin_VenuSq2,888
Asia/Taipei,1675170409862,2023-01-31T21:06:49.862+08:00,garmin_VenuSq2,882
Asia/Taipei,1675170410744,2023-01-31T21:06:50.744+08:00,garmin_VenuSq2,884
Asia/Taipei,1675170411628,2023-01-31T21:06:51.628+08:00,garmin_VenuSq2,893
Asia/Taipei,1675170412521,2023-01-31T21:06:52.521+08:00,garmin_VenuSq2,891
Asia/Taipei,1675170413412,2023-01-31T21:06:53.412+08:00,garmin_VenuSq2,873
Asia/Taipei,1675170417793,2023-01-31T21:06:57.793+08:00,garmin_VenuSq2,1100
Asia/Taipei,1675170418893,2023-01-31T21:06:58.893+08:00,garmin_VenuSq2,1099
Asia/Taipei,1675170419992,2023-01-31T21:06:59.992+08:00,garmin_VenuSq2,1005
Asia/Taipei,1675170420997,2023-01-31T21:07:00.997+08:00,garmin_VenuSq2,965
Asia/Taipei,1675170421962,2023-01-31T21:07:01.962+08:00,garmin_VenuSq2,971
Asia/Taipei,1675170422805,2023-01-31T21:07:02.805+08:00,garmin_VenuSq2,970
Asia/Taipei,1675170423775,2023-01-31T21:07:03.775+08:00,garmin_VenuSq2,944
Asia/Taipei,1675170424719,2023-01-31T21:07:04.719+08:00,garmin_VenuSq2,959
Asia/Taipei,1675170425678,2023-01-31T21:07:05.678+08:00,garmin_VenuSq2,1013
Asia/Taipei,1675170426691,2023-01-31T21:07:06.691+08:00,garmin_VenuSq2,1005
Asia/Taipei,1675170428349,2023-01-31T21:07:08.349+08:00,garmin_VenuSq2,975
Asia/Taipei,1675170429324,2023-01-31T21:07:09.324+08:00,garmin_VenuSq2,868
Asia/Taipei,1675170430192,2023-01-31T21:07:10.192+08:00,garmin_VenuSq2,1151
Asia/Taipei,1675170431343,2023-01-31T21:07:11.343+08:00,garmin_VenuSq2,1023
Asia/Taipei,1675170432366,2023-01-31T21:07:12.366+08:00,garmin_VenuSq2,1007
Asia/Taipei,1675170433345,2023-01-31T21:07:13.345+08:00,garmin_VenuSq2,944
Asia/Taipei,1675170434289,2023-01-31T21:07:14.289+08:00,garmin_VenuSq2,897
