Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia,batchId,methodId,taskId,taskScheduleRepeat,taskScheduleDescription,garminDeviceId,firstSampleUnixTimestampInMs,lastSampleUnixTimestampInMs
2f38ca27-bac7-476c-b735-95faf7ba3c1d,QA Template: Garmin Full Test,6732ab82-077a-4bfd-8f89-246aba683253,sample_participant_01,9a01a9a6-b720-475b-a0c9-b7312b0ed952,d2c5013a-26e5-461e-b3d0-1f6b216a7f37,1725e82d-8800-4fd7-a12f-a712238e949e,false,,dba71865-d874-421e-a324-1ecc7df9b5a0,1675166467000,1675645200000

timezone,unixTimestampInMs,isoDate,deviceType,durationInMs,steps,totalSteps
Asia/Taipei,1675294380000,2023-02-02T07:33:00.000+08:00,,60,0,0
Asia/Taipei,1675294440000,2023-02-02T07:34:00.000+08:00,,60,0,0
Asia/Taipei,1675294500000,2023-02-02T07:35:00.000+08:00,,60,0,0
Asia/Taipei,1675294560000,2023-02-02T07:36:00.000+08:00,,60,0,0
Asia/Taipei,1675294620000,2023-02-02T07:37:00.000+08:00,,60,0,0
Asia/Taipei,1675294680000,2023-02-02T07:38:00.000+08:00,,60,0,0
Asia/Taipei,1675294740000,2023-02-02T07:39:00.000+08:00,,60,0,0
Asia/Taipei,1675294800000,2023-02-02T07:40:00.000+08:00,,60,0,0
Asia/Taipei,1675294860000,2023-02-02T07:41:00.000+08:00,,60,0,0
Asia/Taipei,1675294920000,2023-02-02T07:42:00.000+08:00,,60,0,0
Asia/Taipei,1675294980000,2023-02-02T07:43:00.000+08:00,,60,0,0
Asia/Taipei,1675295040000,2023-02-02T07:44:00.000+08:00,,60,0,0
Asia/Taipei,1675295100000,2023-02-02T07:45:00.000+08:00,,60,0,0
Asia/Taipei,1675295160000,2023-02-02T07:46:00.000+08:00,,60,0,0
Asia/Taipei,1675295220000,2023-02-02T07:47:00.000+08:00,,60,0,0
Asia/Taipei,1675295280000,2023-02-02T07:48:00.000+08:00,,60,0,0
Asia/Taipei,1675295340000,2023-02-02T07:49:00.000+08:00,,60,0,0
Asia/Taipei,1675295400000,2023-02-02T07:50:00.000+08:00,,60,0,0
Asia/Taipei,1675295460000,2023-02-02T07:51:00.000+08:00,,60,0,0
Asia/Taipei,1675295520000,2023-02-02T07:52:00.000+08:00,,60,0,0
Asia/Taipei,1675295580000,2023-02-02T07:53:00.000+08:00,,60,0,0
Asia/Taipei,1675295640000,2023-02-02T07:54:00.000+08:00,,60,0,0
Asia/Taipei,1675295700000,2023-02-02T07:55:00.000+08:00,,60,0,0
Asia/Taipei,1675295760000,2023-02-02T07:56:00.000+08:00,,60,0,0
Asia/Taipei,1675295820000,2023-02-02T07:57:00.000+08:00,,60,0,0
Asia/Taipei,1675295880000,2023-02-02T07:58:00.000+08:00,,60,0,0
Asia/Taipei,1675295940000,2023-02-02T07:59:00.000+08:00,,60,0,0
Asia/Taipei,1675296000000,2023-02-02T08:00:00.000+08:00,,60,0,0
Asia/Taipei,1675296060000,2023-02-02T08:01:00.000+08:00,,60,0,0
Asia/Taipei,1675296120000,2023-02-02T08:02:00.000+08:00,,60,0,0
Asia/Taipei,1675296180000,2023-02-02T08:03:00.000+08:00,,60,0,0
Asia/Taipei,1675296240000,2023-02-02T08:04:00.000+08:00,,60,0,0
Asia/Taipei,1675296300000,2023-02-02T08:05:00.000+08:00,,60,0,0
Asia/Taipei,1675296360000,2023-02-02T08:06:00.000+08:00,,60,0,0
Asia/Taipei,1675296420000,2023-02-02T08:07:00.000+08:00,,60,0,0
Asia/Taipei,1675296480000,2023-02-02T08:08:00.000+08:00,,60,0,0
Asia/Taipei,1675296540000,2023-02-02T08:09:00.000+08:00,,60,0,0
Asia/Taipei,1675296600000,2023-02-02T08:10:00.000+08:00,,60,0,0
Asia/Taipei,1675296660000,2023-02-02T08:11:00.000+08:00,,60,0,0
Asia/Taipei,1675296720000,2023-02-02T08:12:00.000+08:00,,60,0,0
Asia/Taipei,1675296780000,2023-02-02T08:13:00.000+08:00,,60,0,0
Asia/Taipei,1675296840000,2023-02-02T08:14:00.000+08:00,,60,0,0
Asia/Taipei,1675296900000,2023-02-02T08:15:00.000+08:00,,60,0,0
Asia/Taipei,1675296960000,2023-02-02T08:16:00.000+08:00,,60,0,0
Asia/Taipei,1675297020000,2023-02-02T08:17:00.000+08:00,,60,0,0
Asia/Taipei,1675297080000,2023-02-02T08:18:00.000+08:00,,60,0,0
Asia/Taipei,1675297140000,2023-02-02T08:19:00.000+08:00,,60,0,0
Asia/Taipei,1675297200000,2023-02-02T08:20:00.000+08:00,,60,0,0
Asia/Taipei,1675297260000,2023-02-02T08:21:00.000+08:00,,60,0,0
Asia/Taipei,1675297320000,2023-02-02T08:22:00.000+08:00,,60,0,0
Asia/Taipei,1675297380000,2023-02-02T08:23:00.000+08:00,,60,0,0
Asia/Taipei,1675297440000,2023-02-02T08:24:00.000+08:00,,60,0,0
Asia/Taipei,1675297500000,2023-02-02T08:25:00.000+08:00,,60,0,0
Asia/Taipei,1675297560000,2023-02-02T08:26:00.000+08:00,,60,0,0
Asia/Taipei,1675297620000,2023-02-02T08:27:00.000+08:00,,60,0,0
Asia/Taipei,1675297680000,2023-02-02T08:28:00.000+08:00,,60,0,0
Asia/Taipei,1675297740000,2023-02-02T08:29:00.000+08:00,,60,0,0
Asia/Taipei,1675297800000,2023-02-02T08:30:00.000+08:00,,60,0,0
Asia/Taipei,1675297860000,2023-02-02T08:31:00.000+08:00,,60,0,0
Asia/Taipei,1675297920000,2023-02-02T08:32:00.000+08:00,,60,0,0
Asia/Taipei,1675297980000,2023-02-02T08:33:00.000+08:00,,60,0,0
Asia/Taipei,1675298040000,2023-02-02T08:34:00.000+08:00,,60,0,0
Asia/Taipei,1675298100000,2023-02-02T08:35:00.000+08:00,,60,0,0
Asia/Taipei,1675298160000,2023-02-02T08:36:00.000+08:00,,60,0,0
Asia/Taipei,1675298220000,2023-02-02T08:37:00.000+08:00,,60,0,0
Asia/Taipei,1675298280000,2023-02-02T08:38:00.000+08:00,,60,0,0
Asia/Taipei,1675298340000,2023-02-02T08:39:00.000+08:00,,60,0,0
Asia/Taipei,1675298400000,2023-02-02T08:40:00.000+08:00,,60,0,0
Asia/Taipei,1675298460000,2023-02-02T08:41:00.000+08:00,,60,0,0
Asia/Taipei,1675298520000,2023-02-02T08:42:00.000+08:00,,60,0,0
Asia/Taipei,1675298580000,2023-02-02T08:43:00.000+08:00,,60,0,0
Asia/Taipei,1675298640000,2023-02-02T08:44:00.000+08:00,,60,0,0
Asia/Taipei,1675298700000,2023-02-02T08:45:00.000+08:00,,60,0,0
Asia/Taipei,1675298760000,2023-02-02T08:46:00.000+08:00,,60,0,0
Asia/Taipei,1675298820000,2023-02-02T08:47:00.000+08:00,,60,0,0
Asia/Taipei,1675298880000,2023-02-02T08:48:00.000+08:00,,60,0,0
Asia/Taipei,1675298940000,2023-02-02T08:49:00.000+08:00,,60,0,0
Asia/Taipei,1675299000000,2023-02-02T08:50:00.000+08:00,,60,0,0
Asia/Taipei,1675299060000,2023-02-02T08:51:00.000+08:00,,60,0,0
Asia/Taipei,1675299120000,2023-02-02T08:52:00.000+08:00,,60,0,0
Asia/Taipei,1675299180000,2023-02-02T08:53:00.000+08:00,,60,0,0
Asia/Taipei,1675299240000,2023-02-02T08:54:00.000+08:00,,60,0,0
Asia/Taipei,1675299300000,2023-02-02T08:55:00.000+08:00,,60,0,0
Asia/Taipei,1675299360000,2023-02-02T08:56:00.000+08:00,,60,0,0
Asia/Taipei,1675299420000,2023-02-02T08:57:00.000+08:00,,60,0,0
Asia/Taipei,1675299480000,2023-02-02T08:58:00.000+08:00,,60,0,0
Asia/Taipei,1675299540000,2023-02-02T08:59:00.000+08:00,,60,0,0
Asia/Taipei,1675299600000,2023-02-02T09:00:00.000+08:00,,60,0,0
Asia/Taipei,1675299660000,2023-02-02T09:01:00.000+08:00,,60,0,0
Asia/Taipei,1675299720000,2023-02-02T09:02:00.000+08:00,,60,0,0
Asia/Taipei,1675299780000,2023-02-02T09:03:00.000+08:00,,60,0,0
Asia/Taipei,1675299840000,2023-02-02T09:04:00.000+08:00,,60,0,0
Asia/Taipei,1675299900000,2023-02-02T09:05:00.000+08:00,,60,0,0
Asia/Taipei,1675299960000,2023-02-02T09:06:00.000+08:00,,60,0,0
Asia/Taipei,1675300020000,2023-02-02T09:07:00.000+08:00,,60,0,0
Asia/Taipei,1675300080000,2023-02-02T09:08:00.000+08:00,,60,0,0
Asia/Taipei,1675300140000,2023-02-02T09:09:00.000+08:00,,60,0,0
Asia/Taipei,1675300200000,2023-02-02T09:10:00.000+08:00,,60,0,0
Asia/Taipei,1675300260000,2023-02-02T09:11:00.000+08:00,,60,0,0
Asia/Taipei,1675300320000,2023-02-02T09:12:00.000+08:00,,60,0,0
Asia/Taipei,1675300380000,2023-02-02T09:13:00.000+08:00,,60,0,0
Asia/Taipei,1675300440000,2023-02-02T09:14:00.000+08:00,,60,0,0
Asia/Taipei,1675300500000,2023-02-02T09:15:00.000+08:00,,60,0,0
Asia/Taipei,1675300560000,2023-02-02T09:16:00.000+08:00,,60,0,0
Asia/Taipei,1675300620000,2023-02-02T09:17:00.000+08:00,,60,0,0
Asia/Taipei,1675300680000,2023-02-02T09:18:00.000+08:00,,60,0,0
Asia/Taipei,1675300740000,2023-02-02T09:19:00.000+08:00,,60,0,0
Asia/Taipei,1675300800000,2023-02-02T09:20:00.000+08:00,,60,0,0
Asia/Taipei,1675300860000,2023-02-02T09:21:00.000+08:00,,60,0,0
Asia/Taipei,1675300920000,2023-02-02T09:22:00.000+08:00,,60,0,0
Asia/Taipei,1675300980000,2023-02-02T09:23:00.000+08:00,,60,0,0
Asia/Taipei,1675301040000,2023-02-02T09:24:00.000+08:00,,60,0,0
Asia/Taipei,1675301100000,2023-02-02T09:25:00.000+08:00,,60,0,0
Asia/Taipei,1675301160000,2023-02-02T09:26:00.000+08:00,,60,0,0
Asia/Taipei,1675301220000,2023-02-02T09:27:00.000+08:00,,60,0,0
Asia/Taipei,1675301280000,2023-02-02T09:28:00.000+08:00,,60,0,0
Asia/Taipei,1675301340000,2023-02-02T09:29:00.000+08:00,,60,0,0
Asia/Taipei,1675301400000,2023-02-02T09:30:00.000+08:00,,60,0,0
Asia/Taipei,1675301460000,2023-02-02T09:31:00.000+08:00,,60,0,0
Asia/Taipei,1675301520000,2023-02-02T09:32:00.000+08:00,,60,0,0
Asia/Taipei,1675301580000,2023-02-02T09:33:00.000+08:00,,60,0,0
Asia/Taipei,1675301640000,2023-02-02T09:34:00.000+08:00,,60,0,0
Asia/Taipei,1675301700000,2023-02-02T09:35:00.000+08:00,,60,0,0
Asia/Taipei,1675301760000,2023-02-02T09:36:00.000+08:00,,60,0,0
Asia/Taipei,1675301820000,2023-02-02T09:37:00.000+08:00,,60,0,0
Asia/Taipei,1675301880000,2023-02-02T09:38:00.000+08:00,,60,0,0
Asia/Taipei,1675301940000,2023-02-02T09:39:00.000+08:00,,60,0,0
Asia/Taipei,1675302000000,2023-02-02T09:40:00.000+08:00,,60,0,0
Asia/Taipei,1675302060000,2023-02-02T09:41:00.000+08:00,,60,0,0
Asia/Taipei,1675302120000,2023-02-02T09:42:00.000+08:00,,60,0,0
Asia/Taipei,1675302180000,2023-02-02T09:43:00.000+08:00,,60,0,0
Asia/Taipei,1675302240000,2023-02-02T09:44:00.000+08:00,,60,0,0
Asia/Taipei,1675302300000,2023-02-02T09:45:00.000+08:00,,60,0,0
Asia/Taipei,1675302360000,2023-02-02T09:46:00.000+08:00,,60,0,0
Asia/Taipei,1675302420000,2023-02-02T09:47:00.000+08:00,,60,0,0
Asia/Taipei,1675302480000,2023-02-02T09:48:00.000+08:00,,60,0,0
Asia/Taipei,1675302540000,2023-02-02T09:49:00.000+08:00,,60,0,0
Asia/Taipei,1675302600000,2023-02-02T09:50:00.000+08:00,,60,0,0
Asia/Taipei,1675302660000,2023-02-02T09:51:00.000+08:00,,60,0,0
Asia/Taipei,1675302720000,2023-02-02T09:52:00.000+08:00,,60,0,0
Asia/Taipei,1675302780000,2023-02-02T09:53:00.000+08:00,,60,0,0
Asia/Taipei,1675302840000,2023-02-02T09:54:00.000+08:00,,60,0,0
Asia/Taipei,1675302900000,2023-02-02T09:55:00.000+08:00,,60,0,0
Asia/Taipei,1675302960000,2023-02-02T09:56:00.000+08:00,,60,0,0
Asia/Taipei,1675303020000,2023-02-02T09:57:00.000+08:00,,60,0,0
Asia/Taipei,1675303080000,2023-02-02T09:58:00.000+08:00,,60,0,0
Asia/Taipei,1675303140000,2023-02-02T09:59:00.000+08:00,,60,0,0
Asia/Taipei,1675303200000,2023-02-02T10:00:00.000+08:00,,60,0,0
Asia/Taipei,1675303260000,2023-02-02T10:01:00.000+08:00,,60,0,0
Asia/Taipei,1675303320000,2023-02-02T10:02:00.000+08:00,,60,0,0
Asia/Taipei,1675303380000,2023-02-02T10:03:00.000+08:00,,60,0,0
Asia/Taipei,1675303440000,2023-02-02T10:04:00.000+08:00,,60,0,0
Asia/Taipei,1675303500000,2023-02-02T10:05:00.000+08:00,,60,0,0
Asia/Taipei,1675303560000,2023-02-02T10:06:00.000+08:00,,60,0,0
Asia/Taipei,1675303620000,2023-02-02T10:07:00.000+08:00,,60,0,0
Asia/Taipei,1675303680000,2023-02-02T10:08:00.000+08:00,,60,0,0
Asia/Taipei,1675303740000,2023-02-02T10:09:00.000+08:00,,60,0,0
Asia/Taipei,1675303800000,2023-02-02T10:10:00.000+08:00,,60,0,0
Asia/Taipei,1675303860000,2023-02-02T10:11:00.000+08:00,,60,0,0
Asia/Taipei,1675303920000,2023-02-02T10:12:00.000+08:00,,60,0,0
Asia/Taipei,1675303980000,2023-02-02T10:13:00.000+08:00,,60,0,0
Asia/Taipei,1675304040000,2023-02-02T10:14:00.000+08:00,,60,0,0
Asia/Taipei,1675304100000,2023-02-02T10:15:00.000+08:00,,60,0,0
Asia/Taipei,1675304280000,2023-02-02T10:18:00.000+08:00,,60,0,0
Asia/Taipei,1675304340000,2023-02-02T10:19:00.000+08:00,,60,0,0
Asia/Taipei,1675304400000,2023-02-02T10:20:00.000+08:00,,60,0,0
Asia/Taipei,1675304460000,2023-02-02T10:21:00.000+08:00,,60,0,0
Asia/Taipei,1675304520000,2023-02-02T10:22:00.000+08:00,,60,0,0
Asia/Taipei,1675304580000,2023-02-02T10:23:00.000+08:00,,60,0,0
Asia/Taipei,1675304640000,2023-02-02T10:24:00.000+08:00,,60,0,0
Asia/Taipei,1675304700000,2023-02-02T10:25:00.000+08:00,,60,0,0
Asia/Taipei,1675304760000,2023-02-02T10:26:00.000+08:00,,60,0,0
Asia/Taipei,1675304820000,2023-02-02T10:27:00.000+08:00,,60,0,0
Asia/Taipei,1675304880000,2023-02-02T10:28:00.000+08:00,,60,0,0
Asia/Taipei,1675304940000,2023-02-02T10:29:00.000+08:00,,60,0,0
Asia/Taipei,1675305000000,2023-02-02T10:30:00.000+08:00,,60,0,0
Asia/Taipei,1675305060000,2023-02-02T10:31:00.000+08:00,,60,0,0
Asia/Taipei,1675305120000,2023-02-02T10:32:00.000+08:00,,60,0,0
Asia/Taipei,1675305180000,2023-02-02T10:33:00.000+08:00,,60,0,0
Asia/Taipei,1675305240000,2023-02-02T10:34:00.000+08:00,,60,0,0
Asia/Taipei,1675305300000,2023-02-02T10:35:00.000+08:00,,60,0,0
Asia/Taipei,1675305360000,2023-02-02T10:36:00.000+08:00,,60,0,0
Asia/Taipei,1675305420000,2023-02-02T10:37:00.000+08:00,,60,0,0
Asia/Taipei,1675305480000,2023-02-02T10:38:00.000+08:00,,60,0,0
Asia/Taipei,1675305540000,2023-02-02T10:39:00.000+08:00,,60,0,0
Asia/Taipei,1675305600000,2023-02-02T10:40:00.000+08:00,,60,0,0
Asia/Taipei,1675305660000,2023-02-02T10:41:00.000+08:00,,60,0,0
Asia/Taipei,1675305720000,2023-02-02T10:42:00.000+08:00,,60,0,0
Asia/Taipei,1675305780000,2023-02-02T10:43:00.000+08:00,,60,0,0
Asia/Taipei,1675305840000,2023-02-02T10:44:00.000+08:00,,60,0,0
Asia/Taipei,1675305900000,2023-02-02T10:45:00.000+08:00,,60,0,0
Asia/Taipei,1675305960000,2023-02-02T10:46:00.000+08:00,,60,0,0
Asia/Taipei,1675306020000,2023-02-02T10:47:00.000+08:00,,60,0,0
Asia/Taipei,1675306080000,2023-02-02T10:48:00.000+08:00,,60,0,0
Asia/Taipei,1675306140000,2023-02-02T10:49:00.000+08:00,,60,0,0
Asia/Taipei,1675306200000,2023-02-02T10:50:00.000+08:00,,60,0,0
Asia/Taipei,1675306260000,2023-02-02T10:51:00.000+08:00,,60,0,0
Asia/Taipei,1675306320000,2023-02-02T10:52:00.000+08:00,,60,0,0
Asia/Taipei,1675306380000,2023-02-02T10:53:00.000+08:00,,60,0,0
Asia/Taipei,1675306440000,2023-02-02T10:54:00.000+08:00,,60,0,0
Asia/Taipei,1675306500000,2023-02-02T10:55:00.000+08:00,,60,0,0
Asia/Taipei,1675306560000,2023-02-02T10:56:00.000+08:00,,60,0,0
Asia/Taipei,1675306620000,2023-02-02T10:57:00.000+08:00,,60,0,0
Asia/Taipei,1675306680000,2023-02-02T10:58:00.000+08:00,,60,0,0
Asia/Taipei,1675306740000,2023-02-02T10:59:00.000+08:00,,60,0,0
Asia/Taipei,1675306800000,2023-02-02T11:00:00.000+08:00,,60,0,0
Asia/Taipei,1675306860000,2023-02-02T11:01:00.000+08:00,,60,0,0
Asia/Taipei,1675306920000,2023-02-02T11:02:00.000+08:00,,60,0,0
Asia/Taipei,1675306980000,2023-02-02T11:03:00.000+08:00,,60,0,0
Asia/Taipei,1675307040000,2023-02-02T11:04:00.000+08:00,,60,0,0
Asia/Taipei,1675307100000,2023-02-02T11:05:00.000+08:00,,60,0,0
Asia/Taipei,1675307160000,2023-02-02T11:06:00.000+08:00,,60,0,0
Asia/Taipei,1675307220000,2023-02-02T11:07:00.000+08:00,,60,0,0
Asia/Taipei,1675307280000,2023-02-02T11:08:00.000+08:00,,60,0,0
Asia/Taipei,1675307340000,2023-02-02T11:09:00.000+08:00,,60,0,0
Asia/Taipei,1675307400000,2023-02-02T11:10:00.000+08:00,,60,0,0
Asia/Taipei,1675307460000,2023-02-02T11:11:00.000+08:00,,60,0,0
Asia/Taipei,1675307520000,2023-02-02T11:12:00.000+08:00,,60,0,0
Asia/Taipei,1675307580000,2023-02-02T11:13:00.000+08:00,,60,0,0
Asia/Taipei,1675307640000,2023-02-02T11:14:00.000+08:00,,60,0,0
Asia/Taipei,1675307700000,2023-02-02T11:15:00.000+08:00,,60,0,0
Asia/Taipei,1675307760000,2023-02-02T11:16:00.000+08:00,,60,0,0
Asia/Taipei,1675307820000,2023-02-02T11:17:00.000+08:00,,60,0,0
Asia/Taipei,1675307880000,2023-02-02T11:18:00.000+08:00,,60,0,0
Asia/Taipei,1675307940000,2023-02-02T11:19:00.000+08:00,,60,0,0
Asia/Taipei,1675308000000,2023-02-02T11:20:00.000+08:00,,60,0,0
Asia/Taipei,1675308060000,2023-02-02T11:21:00.000+08:00,,60,0,0
Asia/Taipei,1675308120000,2023-02-02T11:22:00.000+08:00,,60,0,0
Asia/Taipei,1675308180000,2023-02-02T11:23:00.000+08:00,,60,0,0
Asia/Taipei,1675308240000,2023-02-02T11:24:00.000+08:00,,60,0,0
Asia/Taipei,1675308300000,2023-02-02T11:25:00.000+08:00,,60,0,0
Asia/Taipei,1675308360000,2023-02-02T11:26:00.000+08:00,,60,0,0
Asia/Taipei,1675308420000,2023-02-02T11:27:00.000+08:00,,60,0,0
Asia/Taipei,1675308480000,2023-02-02T11:28:00.000+08:00,,60,0,0
Asia/Taipei,1675308540000,2023-02-02T11:29:00.000+08:00,,60,0,0
Asia/Taipei,1675308600000,2023-02-02T11:30:00.000+08:00,,60,0,0
Asia/Taipei,1675308660000,2023-02-02T11:31:00.000+08:00,,60,0,0
Asia/Taipei,1675308720000,2023-02-02T11:32:00.000+08:00,,60,0,0
Asia/Taipei,1675308780000,2023-02-02T11:33:00.000+08:00,,60,0,0
Asia/Taipei,1675308840000,2023-02-02T11:34:00.000+08:00,,60,0,0
Asia/Taipei,1675308900000,2023-02-02T11:35:00.000+08:00,,60,0,0
Asia/Taipei,1675308960000,2023-02-02T11:36:00.000+08:00,,60,0,0
Asia/Taipei,1675309020000,2023-02-02T11:37:00.000+08:00,,60,0,0
Asia/Taipei,1675309080000,2023-02-02T11:38:00.000+08:00,,60,0,0
Asia/Taipei,1675309140000,2023-02-02T11:39:00.000+08:00,,60,0,0
Asia/Taipei,1675309200000,2023-02-02T11:40:00.000+08:00,,60,0,0
Asia/Taipei,1675309260000,2023-02-02T11:41:00.000+08:00,,60,0,0
Asia/Taipei,1675309320000,2023-02-02T11:42:00.000+08:00,,60,0,0
Asia/Taipei,1675309380000,2023-02-02T11:43:00.000+08:00,,60,0,0
Asia/Taipei,1675309440000,2023-02-02T11:44:00.000+08:00,,60,0,0
Asia/Taipei,1675309500000,2023-02-02T11:45:00.000+08:00,,60,0,0
Asia/Taipei,1675309560000,2023-02-02T11:46:00.000+08:00,,60,0,0
Asia/Taipei,1675309620000,2023-02-02T11:47:00.000+08:00,,60,0,0
Asia/Taipei,1675309680000,2023-02-02T11:48:00.000+08:00,,60,0,0
Asia/Taipei,1675309740000,2023-02-02T11:49:00.000+08:00,,60,0,0
Asia/Taipei,1675309800000,2023-02-02T11:50:00.000+08:00,,60,0,0
Asia/Taipei,1675309860000,2023-02-02T11:51:00.000+08:00,,60,0,0
Asia/Taipei,1675309920000,2023-02-02T11:52:00.000+08:00,,60,0,0
Asia/Taipei,1675309980000,2023-02-02T11:53:00.000+08:00,,60,0,0
Asia/Taipei,1675310040000,2023-02-02T11:54:00.000+08:00,,60,0,0
Asia/Taipei,1675310100000,2023-02-02T11:55:00.000+08:00,,60,0,0
Asia/Taipei,1675310160000,2023-02-02T11:56:00.000+08:00,,60,0,0
Asia/Taipei,1675310220000,2023-02-02T11:57:00.000+08:00,,60,0,0
Asia/Taipei,1675310280000,2023-02-02T11:58:00.000+08:00,,60,0,0
Asia/Taipei,1675310340000,2023-02-02T11:59:00.000+08:00,,60,0,0
Asia/Taipei,1675310400000,2023-02-02T12:00:00.000+08:00,,60,0,0
Asia/Taipei,1675310460000,2023-02-02T12:01:00.000+08:00,,60,0,0
Asia/Taipei,1675310520000,2023-02-02T12:02:00.000+08:00,,60,0,0
Asia/Taipei,1675310580000,2023-02-02T12:03:00.000+08:00,,60,0,0
Asia/Taipei,1675310640000,2023-02-02T12:04:00.000+08:00,,60,0,0
Asia/Taipei,1675310700000,2023-02-02T12:05:00.000+08:00,,60,0,0
Asia/Taipei,1675310760000,2023-02-02T12:06:00.000+08:00,,60,0,0
Asia/Taipei,1675310820000,2023-02-02T12:07:00.000+08:00,,60,0,0
Asia/Taipei,1675310880000,2023-02-02T12:08:00.000+08:00,,60,0,0
Asia/Taipei,1675310940000,2023-02-02T12:09:00.000+08:00,,60,0,0
Asia/Taipei,1675311000000,2023-02-02T12:10:00.000+08:00,,60,0,0
Asia/Taipei,1675311060000,2023-02-02T12:11:00.000+08:00,,60,0,0
Asia/Taipei,1675311120000,2023-02-02T12:12:00.000+08:00,,60,0,0
Asia/Taipei,1675311180000,2023-02-02T12:13:00.000+08:00,,60,0,0
Asia/Taipei,1675311240000,2023-02-02T12:14:00.000+08:00,,60,0,0
Asia/Taipei,1675311300000,2023-02-02T12:15:00.000+08:00,,60,0,0
Asia/Taipei,1675311360000,2023-02-02T12:16:00.000+08:00,,60,0,0
Asia/Taipei,1675311420000,2023-02-02T12:17:00.000+08:00,,60,0,0
Asia/Taipei,1675311480000,2023-02-02T12:18:00.000+08:00,,60,0,0
Asia/Taipei,1675311540000,2023-02-02T12:19:00.000+08:00,,60,0,0
Asia/Taipei,1675311600000,2023-02-02T12:20:00.000+08:00,,60,0,0
Asia/Taipei,1675311660000,2023-02-02T12:21:00.000+08:00,,60,0,0
Asia/Taipei,1675311720000,2023-02-02T12:22:00.000+08:00,,60,0,0
Asia/Taipei,1675311780000,2023-02-02T12:23:00.000+08:00,,60,0,0
Asia/Taipei,1675311840000,2023-02-02T12:24:00.000+08:00,,60,0,0
Asia/Taipei,1675311900000,2023-02-02T12:25:00.000+08:00,,60,0,0
Asia/Taipei,1675311960000,2023-02-02T12:26:00.000+08:00,,60,0,0
Asia/Taipei,1675312020000,2023-02-02T12:27:00.000+08:00,,60,0,0
Asia/Taipei,1675312080000,2023-02-02T12:28:00.000+08:00,,60,0,0
Asia/Taipei,1675312140000,2023-02-02T12:29:00.000+08:00,,60,0,0
Asia/Taipei,1675312200000,2023-02-02T12:30:00.000+08:00,,60,0,0
Asia/Taipei,1675312260000,2023-02-02T12:31:00.000+08:00,,60,0,0
Asia/Taipei,1675312320000,2023-02-02T12:32:00.000+08:00,,60,0,0
Asia/Taipei,1675312380000,2023-02-02T12:33:00.000+08:00,,60,0,0
Asia/Taipei,1675312440000,2023-02-02T12:34:00.000+08:00,,60,0,0
Asia/Taipei,1675312500000,2023-02-02T12:35:00.000+08:00,,60,0,0
Asia/Taipei,1675312560000,2023-02-02T12:36:00.000+08:00,,60,0,0
Asia/Taipei,1675312620000,2023-02-02T12:37:00.000+08:00,,60,0,0
Asia/Taipei,1675312680000,2023-02-02T12:38:00.000+08:00,,60,0,0
Asia/Taipei,1675312740000,2023-02-02T12:39:00.000+08:00,,60,0,0
Asia/Taipei,1675312800000,2023-02-02T12:40:00.000+08:00,,60,0,0
Asia/Taipei,1675312860000,2023-02-02T12:41:00.000+08:00,,60,0,0
Asia/Taipei,1675312920000,2023-02-02T12:42:00.000+08:00,,60,0,0
Asia/Taipei,1675312980000,2023-02-02T12:43:00.000+08:00,,60,0,0
Asia/Taipei,1675313040000,2023-02-02T12:44:00.000+08:00,,60,0,0
Asia/Taipei,1675313100000,2023-02-02T12:45:00.000+08:00,,60,0,0
Asia/Taipei,1675313160000,2023-02-02T12:46:00.000+08:00,,60,0,0
Asia/Taipei,1675313220000,2023-02-02T12:47:00.000+08:00,,60,0,0
Asia/Taipei,1675313280000,2023-02-02T12:48:00.000+08:00,,60,0,0
Asia/Taipei,1675313340000,2023-02-02T12:49:00.000+08:00,,60,0,0
Asia/Taipei,1675313400000,2023-02-02T12:50:00.000+08:00,,60,0,0
Asia/Taipei,1675313460000,2023-02-02T12:51:00.000+08:00,,60,0,0
Asia/Taipei,1675313520000,2023-02-02T12:52:00.000+08:00,,60,0,0
Asia/Taipei,1675313580000,2023-02-02T12:53:00.000+08:00,,60,0,0
Asia/Taipei,1675313640000,2023-02-02T12:54:00.000+08:00,,60,0,0
Asia/Taipei,1675313700000,2023-02-02T12:55:00.000+08:00,,60,0,0
Asia/Taipei,1675313760000,2023-02-02T12:56:00.000+08:00,,60,0,0
Asia/Taipei,1675313820000,2023-02-02T12:57:00.000+08:00,,60,0,0
Asia/Taipei,1675313880000,2023-02-02T12:58:00.000+08:00,,60,0,0
Asia/Taipei,1675313940000,2023-02-02T12:59:00.000+08:00,,60,0,0
Asia/Taipei,1675314000000,2023-02-02T13:00:00.000+08:00,,60,0,0
Asia/Taipei,1675314060000,2023-02-02T13:01:00.000+08:00,,60,0,0
Asia/Taipei,1675314120000,2023-02-02T13:02:00.000+08:00,,60,0,0
Asia/Taipei,1675314180000,2023-02-02T13:03:00.000+08:00,,60,0,0
Asia/Taipei,1675314240000,2023-02-02T13:04:00.000+08:00,,60,0,0
Asia/Taipei,1675314300000,2023-02-02T13:05:00.000+08:00,,60,0,0
Asia/Taipei,1675314360000,2023-02-02T13:06:00.000+08:00,,60,0,0
